Timestamp,EventType,Pos_X,Pos_Y,Pos_Z,Distance,Duration,Speed
31/01/2025 15:21:05:008,move,-1.02,1.00,29.77,256.85,0.02,12.81
31/01/2025 15:21:05:021,move,-1.16,1.00,29.93,263.26,0.02,13.13
31/01/2025 15:21:05:042,move,-1.36,1.00,30.14,275.13,0.02,13.69
31/01/2025 15:21:05:056,move,-1.48,1.00,30.28,286.99,0.01,14.25
31/01/2025 15:21:05:075,move,-1.64,1.00,30.45,292.26,0.02,14.50
31/01/2025 15:21:05:091,move,-1.80,1.00,30.63,300.01,0.02,14.88
31/01/2025 15:21:05:103,move,-1.96,1.00,30.80,307.61,0.02,15.25
31/01/2025 15:21:05:118,move,-2.12,1.00,30.97,311.49,0.01,15.44
31/01/2025 15:21:05:134,move,-2.29,1.00,31.16,318.93,0.02,15.81
31/01/2025 15:21:05:150,move,-2.45,1.00,31.33,321.57,0.01,15.94
31/01/2025 15:21:05:165,move,-2.62,1.00,31.52,329.01,0.02,16.31
31/01/2025 15:21:05:182,move,-2.78,1.00,31.70,331.49,0.01,16.44
31/01/2025 15:21:05:194,move,-2.95,1.00,31.88,336.45,0.01,16.69
31/01/2025 15:21:05:210,move,-3.12,1.00,32.06,337.69,0.02,16.75
31/01/2025 15:21:05:224,move,-3.29,1.00,32.25,340.17,0.01,16.88
31/01/2025 15:21:05:240,move,-3.46,1.00,32.44,340.01,0.02,16.88
31/01/2025 15:21:05:258,stop,-3.46,1.00,32.44,5.12,0.48,10.72
31/01/2025 15:21:05:634,start,-3.46,1.00,32.44,0.00,0.00,0.00
31/01/2025 15:21:05:653,move,-3.45,1.00,32.43,6.73,0.02,0.31
31/01/2025 15:21:06:264,move,-3.49,1.00,32.39,123.76,0.01,4.44
31/01/2025 15:21:06:282,move,-3.53,1.00,32.32,129.06,0.02,4.63
31/01/2025 15:21:06:297,move,-3.57,1.00,32.26,131.73,0.01,4.75
31/01/2025 15:21:06:310,move,-3.61,1.00,32.21,132.63,0.01,4.81
31/01/2025 15:21:06:604,start,-3.61,1.00,32.21,0.00,0.00,0.00
31/01/2025 15:21:06:623,move,-3.61,1.00,32.22,15.05,0.02,0.56
31/01/2025 15:21:06:650,move,-3.58,1.00,32.25,46.10,0.03,1.75
31/01/2025 15:21:06:675,move,-3.52,1.00,32.34,97.48,0.03,3.69
31/01/2025 15:21:06:689,move,-3.49,1.00,32.38,114.30,0.01,4.31
31/01/2025 15:21:06:702,move,-3.44,1.00,32.44,147.93,0.02,5.56
31/01/2025 15:21:06:720,move,-3.38,1.00,32.53,164.74,0.02,6.19
31/01/2025 15:21:06:732,move,-3.32,1.00,32.61,196.73,0.01,7.44
31/01/2025 15:21:06:749,move,-3.25,1.00,32.71,210.30,0.01,8.06
31/01/2025 15:21:06:763,move,-3.17,1.00,32.83,235.44,0.02,9.13
31/01/2025 15:21:06:782,move,-3.07,1.00,32.95,245.39,0.02,9.56
31/01/2025 15:21:06:801,move,-2.96,1.00,33.11,260.05,0.02,10.25
31/01/2025 15:21:06:813,move,-2.87,1.00,33.23,272.77,0.01,10.81
31/01/2025 15:21:06:832,move,-2.77,1.00,33.38,278.26,0.02,11.06
31/01/2025 15:21:06:848,move,-2.64,1.00,33.55,288.50,0.02,11.56
31/01/2025 15:21:06:867,move,-2.52,1.00,33.71,299.51,0.02,12.06
31/01/2025 15:21:06:888,move,-2.35,1.00,33.96,309.80,0.02,12.56
31/01/2025 15:21:06:907,move,-2.21,1.00,34.14,320.12,0.02,13.06
31/01/2025 15:21:06:927,move,-2.05,1.00,34.37,329.13,0.02,13.44
31/01/2025 15:21:06:945,move,-1.90,1.00,34.58,335.68,0.02,13.75
31/01/2025 15:21:06:964,move,-1.75,1.00,34.78,339.16,0.02,13.88
31/01/2025 15:21:06:984,move,-1.59,1.00,35.01,340.32,0.02,13.81
31/01/2025 15:21:07:003,stop,-1.59,1.00,35.01,3.46,0.40,8.69
31/01/2025 15:21:07:218,start,-1.59,1.00,35.01,0.00,0.00,0.00
31/01/2025 15:21:07:240,move,-1.58,1.00,35.01,6.25,0.02,0.25
31/01/2025 15:21:07:268,move,-1.57,1.00,35.04,25.77,0.03,1.00
31/01/2025 15:21:07:285,move,-1.55,1.00,35.05,32.02,0.02,1.25
31/01/2025 15:21:07:307,move,-1.53,1.00,35.08,41.27,0.02,1.69
31/01/2025 15:21:07:327,move,-1.51,1.00,35.11,50.62,0.02,2.13
31/01/2025 15:21:07:885,start,-1.51,1.00,35.11,0.00,0.00,0.00
31/01/2025 15:21:07:907,move,-1.51,1.00,35.11,0.00,0.02,0.00
31/01/2025 15:21:07:926,move,-1.51,1.00,35.12,1.77,0.02,0.06
31/01/2025 15:21:07:946,move,-1.51,1.00,35.13,13.98,0.02,0.69
31/01/2025 15:21:07:968,move,-1.51,1.00,35.18,42.52,0.02,2.13
31/01/2025 15:21:07:978,move,-1.51,1.00,35.21,63.80,0.01,3.19
31/01/2025 15:21:07:997,move,-1.50,1.00,35.31,107.86,0.02,5.38
31/01/2025 15:21:08:008,move,-1.50,1.00,35.38,129.24,0.01,6.44
31/01/2025 15:21:08:026,move,-1.49,1.00,35.52,168.06,0.02,8.38
31/01/2025 15:21:08:039,move,-1.49,1.00,35.64,184.26,0.01,9.19
31/01/2025 15:21:08:055,move,-1.49,1.00,35.81,211.62,0.02,10.56
31/01/2025 15:21:08:067,move,-1.48,1.00,35.94,221.60,0.01,11.06
31/01/2025 15:21:08:079,move,-1.48,1.00,36.10,231.52,0.01,11.56
31/01/2025 15:21:08:099,move,-1.47,1.00,36.34,247.61,0.02,12.38
31/01/2025 15:21:08:113,move,-1.46,1.00,36.52,261.32,0.01,13.06
31/01/2025 15:21:08:125,move,-1.46,1.00,36.68,266.30,0.01,13.31
31/01/2025 15:21:08:141,move,-1.45,1.00,36.89,273.80,0.02,13.69
31/01/2025 15:21:08:156,stop,-1.45,1.00,36.89,1.78,0.27,6.54
31/01/2025 15:23:37:811,start,0.00,1.00,0.00,0.00,0.00,0.00
31/01/2025 15:23:37:858,move,0.00,1.00,0.41,161.09,0.05,8.00
31/01/2025 15:23:37:873,move,0.00,1.00,0.55,195.20,0.01,9.69
31/01/2025 15:23:37:890,move,0.00,1.00,0.72,210.55,0.02,10.44
31/01/2025 15:23:37:916,move,0.00,1.00,1.06,249.47,0.03,12.38
31/01/2025 15:23:37:935,move,0.00,1.00,1.30,269.62,0.02,13.38
31/01/2025 15:23:37:953,move,0.00,1.00,1.54,277.06,0.02,13.75
31/01/2025 15:23:37:973,move,0.00,1.00,1.85,284.51,0.02,14.13
31/01/2025 15:23:38:009,move,0.00,1.00,2.39,293.50,0.04,14.56
31/01/2025 15:23:38:029,move,0.00,1.00,2.65,294.89,0.02,14.63
31/01/2025 15:23:38:052,move,0.00,1.00,3.02,300.01,0.03,14.88
31/01/2025 15:23:38:082,move,0.00,1.00,3.48,310.25,0.03,15.38
31/01/2025 15:23:38:102,move,0.00,1.00,3.79,320.50,0.02,15.88
31/01/2025 15:23:38:120,move,0.00,1.00,4.10,330.41,0.02,16.38
31/01/2025 15:23:38:138,move,0.00,1.00,4.37,339.42,0.02,16.81
31/01/2025 15:23:38:175,move,0.00,1.00,5.02,348.43,0.04,17.25
31/01/2025 15:23:38:193,move,0.00,1.00,5.35,352.50,0.02,17.44
31/01/2025 15:23:38:208,move,0.00,1.00,5.59,353.92,0.01,17.50
31/01/2025 15:23:38:231,move,0.00,1.00,6.02,362.94,0.02,17.94
31/01/2025 15:23:38:248,move,0.00,1.00,6.26,368.07,0.01,18.19
31/01/2025 15:23:38:275,stop,0.00,1.00,6.26,6.26,0.47,13.39
31/01/2025 15:23:38:749,start,0.00,1.00,6.26,0.00,0.00,0.00
31/01/2025 15:23:38:768,move,0.00,1.00,6.27,2.50,0.02,0.13
31/01/2025 15:23:38:804,move,0.00,1.00,6.31,25.50,0.04,1.25
31/01/2025 15:23:38:822,move,0.00,1.00,6.34,34.87,0.02,1.69
31/01/2025 15:23:38:844,move,0.00,1.00,6.41,65.44,0.02,2.88
31/01/2025 15:23:38:858,move,0.00,1.00,6.45,77.66,0.01,3.25
31/01/2025 15:23:38:877,move,0.00,1.00,6.51,109.62,0.02,3.94
31/01/2025 15:23:38:893,move,0.00,1.00,6.58,128.31,0.02,4.31
31/01/2025 15:23:38:912,stop,0.00,1.00,6.58,0.32,0.16,1.95
31/01/2025 15:23:38:963,start,0.00,1.00,6.58,0.00,0.00,0.00
31/01/2025 15:23:38:979,move,0.00,1.00,6.58,0.00,0.02,0.00
31/01/2025 15:23:38:996,move,0.00,1.00,6.59,2.50,0.01,0.13
31/01/2025 15:23:39:010,move,0.00,1.00,6.59,8.00,0.02,0.25
31/01/2025 15:23:39:038,move,0.00,1.00,6.60,24.56,0.03,0.31
31/01/2025 15:23:39:055,move,0.00,1.00,6.60,38.02,0.01,0.31
31/01/2025 15:23:39:074,move,0.00,1.00,6.61,87.64,0.02,0.25
31/01/2025 15:23:39:109,move,0.00,1.00,6.62,135.09,0.03,0.25
31/01/2025 15:23:39:130,move,0.00,1.00,6.62,162.67,0.02,0.38
31/01/2025 15:23:39:146,move,0.00,1.00,6.63,186.59,0.01,0.56
31/01/2025 15:23:39:161,move,0.00,1.00,6.64,196.65,0.02,0.63
31/01/2025 15:23:39:180,move,0.00,1.00,6.66,210.54,0.02,0.75
31/01/2025 15:23:39:194,move,0.00,1.00,6.67,220.51,0.01,0.75
31/01/2025 15:23:39:211,move,0.00,1.00,6.68,223.01,0.02,0.75
31/01/2025 15:23:39:223,move,0.00,1.00,6.69,227.92,0.02,0.69
31/01/2025 15:23:39:244,move,0.00,1.00,6.70,230.22,0.02,0.50
31/01/2025 15:23:39:277,move,0.00,1.00,6.69,217.73,0.03,0.50
31/01/2025 15:23:39:290,move,0.00,1.00,6.67,206.23,0.01,1.13
31/01/2025 15:23:39:311,move,0.00,1.00,6.63,180.69,0.02,2.25
31/01/2025 15:23:39:329,move,0.00,1.00,6.58,164.81,0.02,3.13
31/01/2025 15:23:39:346,move,0.00,1.00,6.51,156.03,0.02,3.69
31/01/2025 15:23:39:366,move,0.00,1.00,6.42,156.08,0.02,4.13
31/01/2025 15:23:39:382,move,0.00,1.00,6.36,157.42,0.01,4.25
31/01/2025 15:23:39:398,move,0.00,1.00,6.27,165.72,0.02,4.63
31/01/2025 15:23:39:432,move,0.00,1.00,6.09,200.47,0.04,5.31
31/01/2025 15:23:39:448,move,0.00,1.00,6.01,207.52,0.01,5.38
31/01/2025 15:23:39:460,move,0.00,1.00,5.94,211.81,0.01,5.38
31/01/2025 15:23:39:500,move,0.00,1.00,5.83,204.73,0.02,5.31
31/01/2025 15:23:39:518,stop,0.00,1.00,5.83,0.76,0.55,1.37
31/01/2025 15:23:39:767,start,0.00,1.00,5.83,0.00,0.00,0.00
31/01/2025 15:23:39:788,move,0.00,1.00,5.84,15.05,0.02,0.50
31/01/2025 15:23:40:227,start,0.00,1.00,5.84,0.00,0.00,0.00
31/01/2025 15:23:40:239,move,0.00,1.00,5.83,9.52,0.01,0.19
31/01/2025 15:23:40:264,move,0.00,1.00,5.83,25.28,0.02,0.19
31/01/2025 15:23:40:279,move,0.00,1.00,5.83,31.47,0.01,0.19
31/01/2025 15:23:40:295,move,0.00,1.00,5.83,37.58,0.02,0.13
31/01/2025 15:23:40:315,move,0.00,1.00,5.83,58.96,0.02,0.25
31/01/2025 15:23:40:328,move,0.00,1.00,5.84,68.24,0.01,0.50
31/01/2025 15:23:40:350,move,-0.01,1.00,5.86,91.87,0.02,1.19
31/01/2025 15:23:40:385,move,-0.05,1.00,5.96,133.66,0.04,2.81
31/01/2025 15:23:40:400,move,-0.06,1.00,5.99,143.11,0.01,3.25
31/01/2025 15:23:40:417,move,-0.09,1.00,6.05,156.75,0.02,3.88
31/01/2025 15:23:40:436,move,-0.12,1.00,6.12,162.07,0.02,4.19
31/01/2025 15:23:40:452,move,-0.15,1.00,6.20,173.00,0.02,4.81
31/01/2025 15:23:40:468,move,-0.18,1.00,6.27,179.76,0.01,5.31
31/01/2025 15:23:40:484,move,-0.22,1.00,6.36,182.00,0.02,5.50
31/01/2025 15:23:40:505,move,-0.28,1.00,6.49,184.15,0.02,6.13
31/01/2025 15:23:40:537,move,-0.36,1.00,6.70,189.18,0.03,6.81
31/01/2025 15:23:40:556,move,-0.41,1.00,6.81,191.12,0.02,7.06
31/01/2025 15:23:40:571,move,-0.45,1.00,6.91,197.02,0.02,7.56
31/01/2025 15:23:40:586,move,-0.50,1.00,7.04,207.76,0.02,8.25
31/01/2025 15:23:40:605,move,-0.56,1.00,7.18,217.41,0.02,8.94
31/01/2025 15:23:40:622,move,-0.62,1.00,7.32,221.88,0.02,9.25
31/01/2025 15:23:40:642,move,-0.70,1.00,7.50,228.97,0.02,9.75
31/01/2025 15:23:40:659,move,-0.76,1.00,7.64,232.41,0.01,10.06
31/01/2025 15:23:40:676,move,-0.83,1.00,7.81,233.84,0.02,10.25
31/01/2025 15:23:40:715,move,-1.00,1.00,8.21,236.46,0.04,10.56
31/01/2025 15:23:40:735,move,-1.08,1.00,8.41,239.27,0.02,10.75
31/01/2025 15:23:40:749,move,-1.13,1.00,8.53,240.39,0.01,10.81
31/01/2025 15:23:40:767,move,-1.20,1.00,8.70,242.71,0.02,11.00
31/01/2025 15:23:40:786,move,-1.29,1.00,8.92,244.45,0.02,11.13
31/01/2025 15:23:40:800,move,-1.35,1.00,9.07,244.57,0.01,11.19
31/01/2025 15:23:40:819,move,-1.43,1.00,9.24,245.22,0.02,11.25
31/01/2025 15:23:40:835,move,-1.51,1.00,9.43,245.87,0.02,11.31
31/01/2025 15:23:40:868,move,-1.66,1.00,9.79,245.39,0.03,11.31
31/01/2025 15:23:40:903,move,-1.76,1.00,10.04,242.86,0.02,11.38
31/01/2025 15:23:40:919,move,-1.84,1.00,10.23,237.20,0.02,11.31
31/01/2025 15:23:40:942,stop,-1.84,1.00,10.23,4.76,0.72,6.65
31/01/2025 15:23:41:111,start,-1.84,1.00,10.23,0.00,0.00,0.00
31/01/2025 15:23:41:134,move,-1.84,1.00,10.23,0.00,0.02,0.00
31/01/2025 15:23:41:366,move,-1.82,1.00,10.30,196.73,0.01,6.44
31/01/2025 15:23:41:385,move,-1.79,1.00,10.41,192.54,0.02,6.19
31/01/2025 15:23:41:402,move,-1.76,1.00,10.50,185.66,0.02,5.88
31/01/2025 15:23:41:418,move,-1.73,1.00,10.59,178.04,0.02,5.50
31/01/2025 15:23:41:433,move,-1.71,1.00,10.66,174.76,0.02,5.31
31/01/2025 15:23:41:449,move,-1.69,1.00,10.74,167.26,0.02,4.94
31/01/2025 15:23:41:463,move,-1.67,1.00,10.80,160.57,0.02,4.63
31/01/2025 15:23:41:497,move,-1.63,1.00,10.94,151.50,0.03,4.19
31/01/2025 15:23:41:507,move,-1.62,1.00,10.98,148.73,0.01,4.13
31/01/2025 15:23:41:522,move,-1.60,1.00,11.04,146.31,0.02,4.00
31/01/2025 15:23:41:537,move,-1.59,1.00,11.09,144.58,0.01,3.94
31/01/2025 15:23:41:552,move,-1.57,1.00,11.15,142.49,0.02,3.94
31/01/2025 15:23:41:591,move,-1.55,1.00,11.23,142.15,0.02,4.00
31/01/2025 15:23:41:608,stop,-1.55,1.00,11.23,1.05,0.50,2.11
31/01/2025 15:23:41:865,start,-1.55,1.00,11.23,0.00,0.00,0.00
31/01/2025 15:23:41:881,move,-1.54,1.00,11.24,9.52,0.02,0.44
31/01/2025 15:23:41:906,move,-1.53,1.00,11.29,46.52,0.03,2.00
31/01/2025 15:23:41:922,move,-1.52,1.00,11.32,58.96,0.01,2.50
31/01/2025 15:23:41:945,move,-1.49,1.00,11.41,91.00,0.03,3.63
31/01/2025 15:23:41:960,move,-1.48,1.00,11.45,100.76,0.01,4.00
31/01/2025 15:23:41:993,move,-1.43,1.00,11.64,132.00,0.04,5.25
31/01/2025 15:23:42:006,move,-1.41,1.00,11.70,139.01,0.01,5.50
31/01/2025 15:23:42:025,move,-1.38,1.00,11.81,150.32,0.02,5.88
31/01/2025 15:23:42:043,move,-1.35,1.00,11.90,155.41,0.02,6.00
31/01/2025 15:23:42:059,move,-1.32,1.00,12.00,162.45,0.02,6.25
31/01/2025 15:23:42:076,move,-1.29,1.00,12.11,165.01,0.02,6.31
31/01/2025 15:23:42:090,move,-1.27,1.00,12.20,166.77,0.01,6.38
31/01/2025 15:23:42:109,move,-1.24,1.00,12.30,170.29,0.02,6.50
31/01/2025 15:23:42:125,move,-1.20,1.00,12.42,175.58,0.02,6.69
31/01/2025 15:23:42:158,move,-1.14,1.00,12.64,184.26,0.03,6.94
31/01/2025 15:23:42:177,move,-1.10,1.00,12.78,190.50,0.02,7.19
31/01/2025 15:23:42:196,move,-1.06,1.00,12.91,196.87,0.02,7.50
31/01/2025 15:23:42:214,move,-1.02,1.00,13.04,203.43,0.02,7.88
31/01/2025 15:23:42:232,move,-0.99,1.00,13.15,206.16,0.01,8.00
31/01/2025 15:23:42:244,move,-0.95,1.00,13.27,206.78,0.02,7.94
31/01/2025 15:23:42:264,stop,-0.95,1.00,13.27,2.12,0.40,5.36
31/01/2025 15:23:42:467,start,-0.95,1.00,13.27,0.00,0.00,0.00
31/01/2025 15:23:42:478,move,-0.95,1.00,13.27,0.00,0.01,0.00
31/01/2025 15:23:42:809,move,-0.95,1.00,13.24,69.88,0.02,2.38
31/01/2025 15:23:42:826,move,-0.95,1.00,13.21,62.06,0.02,1.75
31/01/2025 15:23:42:841,stop,-0.95,1.00,13.21,0.07,0.37,0.18
31/01/2025 15:23:42:951,start,-0.95,1.00,13.21,0.00,0.00,0.00
31/01/2025 15:23:42:964,move,-0.95,1.00,13.21,6.25,0.02,0.25
31/01/2025 15:23:42:977,move,-0.95,1.00,13.22,13.52,0.01,0.56
31/01/2025 15:23:43:000,move,-0.95,1.00,13.25,31.35,0.02,1.44
31/01/2025 15:23:43:016,move,-0.95,1.00,13.28,41.12,0.01,1.94
31/01/2025 15:23:43:034,move,-0.95,1.00,13.33,57.91,0.02,2.81
31/01/2025 15:23:43:048,move,-0.95,1.00,13.37,76.03,0.01,3.75
31/01/2025 15:23:43:058,move,-0.95,1.00,13.43,84.50,0.01,4.19
31/01/2025 15:23:43:088,move,-0.95,1.00,13.61,118.99,0.03,5.94
31/01/2025 15:23:43:100,move,-0.95,1.00,13.68,132.65,0.01,6.63
31/01/2025 15:23:43:117,move,-0.95,1.00,13.82,165.04,0.02,8.25
31/01/2025 15:23:43:132,move,-0.95,1.00,13.93,180.00,0.01,9.00
31/01/2025 15:23:43:145,move,-0.94,1.00,14.10,207.53,0.02,10.38
31/01/2025 15:23:43:157,move,-0.94,1.00,14.22,217.59,0.01,10.88
31/01/2025 15:23:43:172,move,-0.94,1.00,14.40,226.42,0.02,11.31
31/01/2025 15:23:43:191,move,-0.94,1.00,14.63,237.83,0.02,11.88
31/01/2025 15:23:43:203,move,-0.94,1.00,14.76,241.64,0.01,12.06
31/01/2025 15:23:43:232,move,-0.93,1.00,15.14,245.54,0.03,12.25
31/01/2025 15:23:43:260,move,-0.93,1.00,15.49,251.95,0.03,12.56
31/01/2025 15:23:43:289,move,-0.93,1.00,15.72,253.29,0.02,12.63
31/01/2025 15:23:43:303,move,-0.93,1.00,15.92,255.88,0.02,12.75
31/01/2025 15:23:43:341,move,-0.92,1.00,16.09,255.99,0.01,12.75
31/01/2025 15:23:43:357,move,-0.92,1.00,16.29,257.24,0.02,12.81
31/01/2025 15:23:43:370,move,-0.92,1.00,16.45,258.48,0.01,12.88
31/01/2025 15:23:43:385,move,-0.92,1.00,16.68,259.84,0.02,12.94
31/01/2025 15:23:43:436,move,-0.92,1.00,16.87,261.20,0.01,13.00
31/01/2025 15:23:43:490,move,-0.91,1.00,17.09,261.32,0.02,13.00
31/01/2025 15:23:43:622,move,-0.91,1.00,17.28,261.45,0.01,13.00
31/01/2025 15:23:43:731,move,-0.91,1.00,17.38,260.34,0.01,12.94
31/01/2025 15:23:43:747,move,-0.91,1.00,17.58,259.39,0.02,12.88
31/01/2025 15:23:43:765,stop,-0.91,1.00,17.58,4.38,0.81,5.37
31/01/2025 15:23:44:478,start,-0.91,1.00,17.58,0.00,0.00,0.00
31/01/2025 15:23:44:488,move,-0.91,1.00,17.58,0.00,0.03,0.00
31/01/2025 15:23:44:530,move,-0.91,1.00,17.58,1.25,0.01,0.00
31/01/2025 15:23:44:544,move,-0.91,1.00,17.58,2.50,0.01,0.00
31/01/2025 15:23:44:570,stop,-0.91,1.00,17.58,0.00,0.11,0.00
31/01/2025 15:23:45:401,start,-0.91,1.00,17.58,0.00,0.00,0.00
31/01/2025 15:23:45:423,move,-0.91,1.00,17.56,43.34,0.02,1.19
31/01/2025 15:23:45:451,move,-0.91,1.00,17.49,106.78,0.03,2.44
31/01/2025 15:23:45:460,move,-0.91,1.00,17.47,125.22,0.01,2.75
31/01/2025 15:23:45:478,move,-0.91,1.00,17.42,145.45,0.01,3.00
31/01/2025 15:23:45:490,move,-0.91,1.00,17.37,182.91,0.01,3.38
31/01/2025 15:23:45:504,move,-0.91,1.00,17.33,200.14,0.01,3.50
31/01/2025 15:23:45:519,move,-0.91,1.00,17.27,232.03,0.02,3.69
31/01/2025 15:23:45:533,move,-0.91,1.00,17.22,245.11,0.01,3.69
31/01/2025 15:23:45:546,move,-0.91,1.00,17.17,258.61,0.01,3.75
31/01/2025 15:23:45:565,move,-0.91,1.00,17.11,282.10,0.01,3.88
31/01/2025 15:23:45:574,move,-0.91,1.00,17.06,292.94,0.01,3.88
31/01/2025 15:23:45:594,move,-0.92,1.00,16.98,307.43,0.02,3.88
31/01/2025 15:23:45:619,move,-0.92,1.00,16.88,317.12,0.03,3.88
31/01/2025 15:23:45:629,move,-0.92,1.00,16.85,316.81,0.01,3.81
31/01/2025 15:23:45:666,stop,-0.92,1.00,16.85,0.74,0.26,2.78
31/01/2025 15:23:45:885,start,-0.92,1.00,16.85,0.00,0.00,0.00
31/01/2025 15:23:45:903,move,-0.92,1.00,16.83,16.30,0.02,0.81
31/01/2025 15:23:47:493,start,-0.92,1.00,16.83,0.00,0.00,0.00
31/01/2025 15:23:47:503,move,-0.92,1.00,16.84,6.25,0.01,0.31
31/01/2025 15:23:47:517,move,-0.91,1.00,16.84,13.75,0.01,0.69
31/01/2025 15:23:47:541,move,-0.88,1.00,16.90,55.01,0.02,2.75
31/01/2025 15:23:47:574,move,-0.80,1.00,17.02,111.43,0.02,5.56
31/01/2025 15:23:47:583,move,-0.77,1.00,17.08,131.46,0.01,6.56
31/01/2025 15:23:47:603,move,-0.71,1.00,17.18,152.68,0.02,7.63
31/01/2025 15:23:47:618,move,-0.61,1.00,17.34,195.14,0.02,9.75
31/01/2025 15:23:47:646,move,-0.43,1.00,17.63,243.87,0.03,12.19
31/01/2025 15:23:47:659,move,-0.37,1.00,17.73,255.15,0.01,12.75
31/01/2025 15:23:47:675,move,-0.23,1.00,17.95,271.39,0.02,13.56
31/01/2025 15:23:47:688,move,-0.16,1.00,18.07,276.43,0.01,13.81
31/01/2025 15:23:47:700,move,-0.06,1.00,18.24,281.43,0.01,14.06
31/01/2025 15:23:47:719,move,0.07,1.00,18.45,291.42,0.02,14.56
31/01/2025 15:23:47:729,move,0.17,1.00,18.61,295.17,0.01,14.75
31/01/2025 15:23:47:747,move,0.31,1.00,18.84,301.51,0.02,15.06
31/01/2025 15:23:47:759,move,0.39,1.00,18.97,305.26,0.01,15.25
31/01/2025 15:23:47:773,move,0.51,1.00,19.18,309.11,0.02,15.44
31/01/2025 15:23:47:802,move,0.76,1.00,19.57,311.61,0.03,15.56
31/01/2025 15:23:47:817,move,0.86,1.00,19.73,312.86,0.01,15.63
31/01/2025 15:23:47:843,move,0.97,1.00,19.92,314.17,0.01,15.69
31/01/2025 15:23:47:869,move,1.08,1.00,20.11,315.42,0.01,15.75
31/01/2025 15:23:47:894,move,1.19,1.00,20.28,316.73,0.01,15.81
31/01/2025 15:23:47:957,move,1.42,1.00,20.66,317.98,0.03,15.88
31/01/2025 15:23:48:005,move,1.54,1.00,20.85,319.23,0.01,15.94
31/01/2025 15:23:48:093,move,1.64,1.00,21.02,320.48,0.01,16.00
31/01/2025 15:23:48:169,move,1.76,1.00,21.22,320.55,0.01,16.00
31/01/2025 15:23:48:221,move,1.92,1.00,21.48,319.38,0.02,15.94
31/01/2025 15:23:48:235,move,2.04,1.00,21.67,318.13,0.01,15.88
31/01/2025 15:23:48:248,stop,2.04,1.00,21.67,5.66,0.76,7.49
31/01/2025 15:23:48:749,start,2.04,1.00,21.67,0.00,0.00,0.00
31/01/2025 15:23:48:759,stop,2.04,1.00,21.67,0.00,0.01,0.00
31/01/2025 15:23:48:773,move,2.02,1.00,21.64,253.80,0.01,2.19
31/01/2025 15:23:48:788,move,2.01,1.00,21.62,252.27,0.02,1.69
31/01/2025 15:23:48:803,move,2.01,1.00,21.62,252.50,0.01,0.06
31/01/2025 15:23:48:815,move,2.01,1.00,21.63,254.54,0.01,1.00
31/01/2025 15:23:48:830,move,2.03,1.00,21.65,257.28,0.01,2.13
31/01/2025 15:23:48:843,move,2.06,1.00,21.70,270.83,0.01,4.56
31/01/2025 15:23:48:855,move,2.10,1.00,21.77,280.87,0.01,5.75
31/01/2025 15:23:48:874,move,2.16,1.00,21.88,302.10,0.02,8.00
31/01/2025 15:23:48:901,move,2.33,1.00,22.15,337.60,0.03,11.06
31/01/2025 15:23:48:925,move,2.44,1.00,22.33,366.84,0.02,13.13
31/01/2025 15:23:48:939,move,2.54,1.00,22.49,383.17,0.01,14.19
31/01/2025 15:23:48:952,move,2.66,1.00,22.69,419.14,0.01,16.44
31/01/2025 15:23:48:970,move,2.82,1.00,22.94,436.75,0.02,17.50
31/01/2025 15:23:48:985,move,2.95,1.00,23.17,453.66,0.01,18.50
31/01/2025 15:23:49:001,move,3.15,1.00,23.49,485.04,0.02,20.31
31/01/2025 15:23:49:011,move,3.25,1.00,23.66,511.73,0.01,21.81
31/01/2025 15:23:49:024,move,3.41,1.00,23.92,524.14,0.01,22.50
31/01/2025 15:23:49:054,move,3.79,1.00,24.54,557.40,0.03,24.31
31/01/2025 15:23:49:063,move,3.91,1.00,24.74,567.84,0.01,24.88
31/01/2025 15:23:49:087,move,4.20,1.00,25.22,590.51,0.02,26.06
31/01/2025 15:23:49:098,move,4.39,1.00,25.52,599.94,0.01,26.56
31/01/2025 15:23:49:111,move,4.57,1.00,25.81,621.10,0.01,27.63
31/01/2025 15:23:49:124,move,4.76,1.00,26.13,630.02,0.01,28.13
31/01/2025 15:23:49:139,move,4.97,1.00,26.48,638.96,0.01,28.56
31/01/2025 15:23:49:151,move,5.18,1.00,26.82,654.62,0.01,29.38
31/01/2025 15:23:49:164,move,5.38,1.00,27.14,661.36,0.01,29.75
31/01/2025 15:23:49:178,move,5.60,1.00,27.51,666.99,0.01,30.06
31/01/2025 15:23:49:209,move,6.09,1.00,28.30,689.61,0.03,31.31
31/01/2025 15:23:49:234,move,6.31,1.00,28.67,698.19,0.01,31.81
31/01/2025 15:23:49:243,move,6.50,1.00,28.98,699.96,0.01,31.94
31/01/2025 15:23:49:257,move,6.72,1.00,29.34,702.24,0.01,32.06
31/01/2025 15:23:49:271,move,6.96,1.00,29.73,706.30,0.01,32.31
31/01/2025 15:23:49:287,move,7.21,1.00,30.14,706.94,0.01,32.38
31/01/2025 15:23:49:299,move,7.44,1.00,30.52,710.38,0.01,32.56
31/01/2025 15:23:49:324,move,7.65,1.00,30.87,712.67,0.01,32.69
31/01/2025 15:23:49:337,move,7.88,1.00,31.24,714.97,0.01,32.81
31/01/2025 15:23:49:367,move,8.40,1.00,32.08,720.22,0.03,33.13
