Timestamp,EventType,Pos_X,Pos_Y,Pos_Z,Distance,Duration,Speed
31/01/2025 15:23:49:389,move,8.64,1.00,32.48,723.67,0.01,33.31
31/01/2025 15:23:49:429,move,8.85,1.00,32.82,724.33,0.01,33.38
31/01/2025 15:23:49:453,stop,8.85,1.00,32.82,13.07,0.70,18.57
31/01/2025 15:23:49:761,start,8.85,1.00,32.82,0.00,0.00,0.00
31/01/2025 15:23:49:772,move,8.85,1.00,32.82,0.00,0.01,0.00
31/01/2025 15:23:50:886,start,8.85,1.00,32.82,0.00,0.00,0.00
31/01/2025 15:23:50:907,move,8.85,1.00,32.84,12.75,0.02,0.63
31/01/2025 15:23:50:941,move,8.81,1.00,32.95,68.24,0.03,3.38
31/01/2025 15:23:50:955,move,8.80,1.00,33.00,84.21,0.01,4.19
31/01/2025 15:23:50:969,move,8.78,1.00,33.05,99.03,0.01,4.94
31/01/2025 15:23:50:981,move,8.75,1.00,33.15,136.26,0.02,6.81
31/01/2025 15:23:50:995,move,8.72,1.00,33.25,156.27,0.01,7.81
31/01/2025 15:23:51:013,move,8.67,1.00,33.43,199.14,0.02,9.94
31/01/2025 15:23:51:024,move,8.64,1.00,33.53,219.35,0.01,10.94
31/01/2025 15:23:51:040,move,8.58,1.00,33.76,261.08,0.02,13.00
31/01/2025 15:23:51:052,move,8.53,1.00,33.90,280.23,0.01,13.94
31/01/2025 15:23:51:065,move,8.48,1.00,34.09,299.14,0.01,14.88
31/01/2025 15:23:51:095,move,8.32,1.00,34.61,347.17,0.03,17.25
31/01/2025 15:23:51:107,move,8.27,1.00,34.78,361.11,0.01,17.94
31/01/2025 15:23:51:124,move,8.17,1.00,35.14,388.86,0.02,19.31
31/01/2025 15:23:51:142,move,8.07,1.00,35.47,415.37,0.02,20.63
31/01/2025 15:23:51:155,move,7.98,1.00,35.76,429.03,0.01,21.31
31/01/2025 15:23:51:170,move,7.89,1.00,36.09,456.78,0.02,22.69
31/01/2025 15:23:51:184,move,7.81,1.00,36.34,469.34,0.01,23.31
31/01/2025 15:23:51:200,move,7.70,1.00,36.71,488.25,0.02,24.25
31/01/2025 15:23:51:210,move,7.62,1.00,37.00,493.22,0.01,24.50
31/01/2025 15:23:51:228,stop,7.62,1.00,37.00,4.35,0.34,12.74
31/01/2025 15:23:51:484,start,7.62,1.00,37.00,0.00,0.00,0.00
31/01/2025 15:23:51:499,move,7.62,1.00,37.00,7.50,0.01,0.38
31/01/2025 15:23:51:512,move,7.61,1.00,37.01,17.68,0.01,0.88
31/01/2025 15:23:51:533,move,7.59,1.00,37.08,67.92,0.02,3.38
31/01/2025 15:23:51:562,move,7.54,1.00,37.27,128.90,0.03,6.44
31/01/2025 15:23:51:577,move,7.51,1.00,37.36,151.33,0.01,7.56
31/01/2025 15:23:51:589,move,7.49,1.00,37.44,176.29,0.01,8.81
31/01/2025 15:23:51:603,move,7.44,1.00,37.59,200.00,0.02,10.00
31/01/2025 15:23:51:620,move,7.38,1.00,37.82,250.00,0.02,12.50
31/01/2025 15:23:51:633,move,7.33,1.00,37.96,275.01,0.01,13.75
31/01/2025 15:23:51:650,move,7.26,1.00,38.22,323.75,0.02,16.19
31/01/2025 15:23:51:660,move,7.20,1.00,38.42,345.00,0.01,17.25
31/01/2025 15:23:51:676,move,7.12,1.00,38.69,381.25,0.01,19.06
31/01/2025 15:23:51:695,move,7.00,1.00,39.09,397.50,0.02,19.88
31/01/2025 15:23:51:729,move,6.79,1.00,39.79,450.06,0.03,22.50
31/01/2025 15:23:51:742,stop,6.79,1.00,39.79,2.91,0.26,11.39
