Timestamp,EventType,Touch_X,Touch_Y,Pos_X,Pos_Y,Pos_Z
12/02/2025 12:17:12:189,Moved,547.50,-65.00,0.00,1.00,103.15
12/02/2025 12:17:12:205,Moved,547.5,-67.50002,0.00,1.00,103.15
12/02/2025 12:17:12:205,Moved,547.50,-67.50,0.00,1.00,103.17
12/02/2025 12:17:12:220,Moved,548.75,-71.25002,0.00,1.00,103.17
12/02/2025 12:17:12:220,Moved,548.75,-71.25,0.00,1.00,103.20
12/02/2025 12:17:12:258,Moved,548.75,-78.75002,0.00,1.00,103.20
12/02/2025 12:17:12:258,Moved,548.75,-78.75,0.00,1.00,103.34
12/02/2025 12:17:12:277,Moved,548.75,-83.75002,0.00,1.00,103.34
12/02/2025 12:17:12:277,Moved,548.75,-83.75,0.00,1.00,103.39
12/02/2025 12:17:12:288,Moved,548.75,-86.25002,0.00,1.00,103.39
12/02/2025 12:17:12:288,Moved,548.75,-86.25,0.00,1.00,103.40
12/02/2025 12:17:12:301,Moved,548.75,-88.75002,0.00,1.00,103.40
12/02/2025 12:17:12:301,Moved,548.75,-88.75,0.00,1.00,103.42
12/02/2025 12:17:12:320,Moved,550,-93.75002,0.00,1.00,103.42
12/02/2025 12:17:12:320,Moved,550.00,-93.75,0.00,1.00,103.47
12/02/2025 12:17:12:331,Moved,550,-96.25002,0.00,1.00,103.47
12/02/2025 12:17:12:331,Moved,550.00,-96.25,0.00,1.00,103.48
12/02/2025 12:17:12:348,Moved,550,-98.75002,0.00,1.00,103.48
12/02/2025 12:17:12:348,Moved,550.00,-98.75,0.00,1.00,103.51
12/02/2025 12:17:12:358,Moved,550,-100,0.00,1.00,103.51
12/02/2025 12:17:12:358,Moved,550.00,-100.00,0.00,1.00,103.51
12/02/2025 12:17:12:382,Moved,550,-101.25,0.00,1.00,103.51
12/02/2025 12:17:12:382,Moved,550.00,-101.25,0.00,1.00,103.53
12/02/2025 12:17:12:419,Moved,550,-108.75,0.00,1.00,103.53
12/02/2025 12:17:12:419,Moved,550.00,-108.75,0.00,1.00,103.67
12/02/2025 12:17:12:434,Moved,550,-112.5,0.00,1.00,103.67
12/02/2025 12:17:12:434,Moved,550.00,-112.50,0.00,1.00,103.69
12/02/2025 12:17:12:453,Ended,550,-116.25,0.00,1.00,103.69
12/02/2025 12:17:12:453,Ended,550.00,-116.25,0.00,1.00,103.69
12/02/2025 12:17:13:022,Began,537.5,485,0.00,1.00,103.69
12/02/2025 12:17:13:022,Began,537.50,485.00,0.00,1.00,103.69
12/02/2025 12:17:13:040,Moved,540,476.25,0.00,1.00,103.69
12/02/2025 12:17:13:040,Moved,540.00,476.25,0.00,1.00,103.78
12/02/2025 12:17:13:075,Moved,541.25,458.75,0.00,1.00,103.78
12/02/2025 12:17:13:075,Moved,541.25,458.75,0.00,1.00,104.08
12/02/2025 12:17:13:100,Moved,542.5,438.75,0.00,1.00,104.08
12/02/2025 12:17:13:100,Moved,542.50,438.75,0.00,1.00,104.34
12/02/2025 12:17:13:122,Moved,543.75,426.25,0.00,1.00,104.34
12/02/2025 12:17:13:122,Moved,543.75,426.25,0.00,1.00,104.47
12/02/2025 12:17:13:136,Moved,543.75,418.75,0.00,1.00,104.47
12/02/2025 12:17:13:136,Moved,543.75,418.75,0.00,1.00,104.53
12/02/2025 12:17:13:154,Moved,545,406.25,0.00,1.00,104.53
12/02/2025 12:17:13:154,Moved,545.00,406.25,0.00,1.00,104.63
12/02/2025 12:17:13:168,Moved,546.25,398.75,0.00,1.00,104.63
12/02/2025 12:17:13:168,Moved,546.25,398.75,0.00,1.00,104.68
12/02/2025 12:17:13:204,Moved,547.5,371.25,0.00,1.00,104.68
12/02/2025 12:17:13:204,Moved,547.50,371.25,0.00,1.00,105.18
12/02/2025 12:17:13:219,Moved,548.75,365,0.00,1.00,105.18
12/02/2025 12:17:13:219,Moved,548.75,365.00,0.00,1.00,105.22
12/02/2025 12:17:13:235,Moved,551.25,351.25,0.00,1.00,105.22
12/02/2025 12:17:13:235,Moved,551.25,351.25,0.00,1.00,105.34
12/02/2025 12:17:13:245,Moved,551.25,343.75,0.00,1.00,105.34
12/02/2025 12:17:13:245,Moved,551.25,343.75,0.00,1.00,105.37
12/02/2025 12:17:13:258,Moved,552.5,337.5,0.00,1.00,105.37
12/02/2025 12:17:13:258,Moved,552.50,337.50,0.00,1.00,105.41
12/02/2025 12:17:13:274,Moved,552.5,322.5,0.00,1.00,105.41
12/02/2025 12:17:13:274,Moved,552.50,322.50,0.00,1.00,105.53
12/02/2025 12:17:13:288,Moved,552.5,316.25,0.00,1.00,105.53
12/02/2025 12:17:13:288,Moved,552.50,316.25,0.00,1.00,105.57
12/02/2025 12:17:13:303,Moved,552.5,301.25,0.00,1.00,105.57
12/02/2025 12:17:13:303,Moved,552.50,301.25,0.00,1.00,105.68
12/02/2025 12:17:13:324,Moved,552.5,290,0.00,1.00,105.68
12/02/2025 12:17:13:324,Moved,552.50,290.00,0.00,1.00,105.81
12/02/2025 12:17:13:355,Moved,553.75,272.5,0.00,1.00,105.81
12/02/2025 12:17:13:355,Moved,553.75,272.50,0.00,1.00,106.07
12/02/2025 12:17:13:369,Moved,553.75,266.25,0.00,1.00,106.07
12/02/2025 12:17:13:369,Moved,553.75,266.25,0.00,1.00,106.11
12/02/2025 12:17:13:383,Moved,555,256.25,0.00,1.00,106.11
12/02/2025 12:17:13:383,Moved,555.00,256.25,0.00,1.00,106.19
12/02/2025 12:17:13:397,Moved,555,251.25,0.00,1.00,106.19
12/02/2025 12:17:13:397,Moved,555.00,251.25,0.00,1.00,106.22
12/02/2025 12:17:13:413,Moved,556.25,241.25,0.00,1.00,106.22
12/02/2025 12:17:13:413,Moved,556.25,241.25,0.00,1.00,106.31
12/02/2025 12:17:13:427,Moved,557.5,235,0.00,1.00,106.31
12/02/2025 12:17:13:427,Moved,557.50,235.00,0.00,1.00,106.35
12/02/2025 12:17:13:442,Moved,557.5,223.75,0.00,1.00,106.35
12/02/2025 12:17:13:442,Moved,557.50,223.75,0.00,1.00,106.44
12/02/2025 12:17:13:454,Moved,557.5,217.5,0.00,1.00,106.44
12/02/2025 12:17:13:454,Moved,557.50,217.50,0.00,1.00,106.47
12/02/2025 12:17:13:467,Moved,557.5,212.5,0.00,1.00,106.47
12/02/2025 12:17:13:467,Moved,557.50,212.50,0.00,1.00,106.51
12/02/2025 12:17:13:484,Moved,557.5,201.25,0.00,1.00,106.51
12/02/2025 12:17:13:484,Moved,557.50,201.25,0.00,1.00,106.60
12/02/2025 12:17:13:521,Moved,557.5,180,0.00,1.00,106.60
12/02/2025 12:17:13:521,Moved,557.50,180.00,0.00,1.00,107.00
12/02/2025 12:17:13:548,Moved,557.5,166.25,0.00,1.00,107.00
12/02/2025 12:17:13:548,Moved,557.50,166.25,0.00,1.00,107.18
12/02/2025 12:17:13:565,Moved,557.5,162.5,0.00,1.00,107.18
12/02/2025 12:17:13:565,Moved,557.50,162.50,0.00,1.00,107.21
12/02/2025 12:17:13:581,Moved,557.5,155,0.00,1.00,107.21
12/02/2025 12:17:13:581,Moved,557.50,155.00,0.00,1.00,107.28
12/02/2025 12:17:13:595,Moved,557.5,151.25,0.00,1.00,107.28
12/02/2025 12:17:13:595,Moved,557.50,151.25,0.00,1.00,107.30
12/02/2025 12:17:13:612,Moved,557.5,142.5,0.00,1.00,107.30
12/02/2025 12:17:13:612,Moved,557.50,142.50,0.00,1.00,107.37
12/02/2025 12:17:13:627,Moved,557.5,138.75,0.00,1.00,107.37
12/02/2025 12:17:13:627,Moved,557.50,138.75,0.00,1.00,107.40
12/02/2025 12:17:13:647,Moved,558.75,127.5,0.00,1.00,107.40
12/02/2025 12:17:13:647,Moved,558.75,127.50,0.00,1.00,107.52
12/02/2025 12:17:13:692,Moved,560,113.75,0.00,1.00,107.52
12/02/2025 12:17:13:692,Moved,560.00,113.75,0.00,1.00,107.81
12/02/2025 12:17:13:706,Moved,560,111.25,0.00,1.00,107.81
12/02/2025 12:17:13:706,Moved,560.00,111.25,0.00,1.00,107.83
12/02/2025 12:17:13:722,Moved,560,105,0.00,1.00,107.83
12/02/2025 12:17:13:722,Moved,560.00,105.00,0.00,1.00,107.88
12/02/2025 12:17:13:758,Moved,561.25,93.74998,0.00,1.00,107.88
12/02/2025 12:17:13:758,Moved,561.25,93.75,0.00,1.00,108.09
12/02/2025 12:17:13:768,Moved,561.25,91.24998,0.00,1.00,108.09
12/02/2025 12:17:13:768,Moved,561.25,91.25,0.00,1.00,108.10
12/02/2025 12:17:13:790,Moved,561.25,86.24998,0.00,1.00,108.10
12/02/2025 12:17:13:790,Moved,561.25,86.25,0.00,1.00,108.15
12/02/2025 12:17:13:801,Moved,561.25,83.74998,0.00,1.00,108.15
12/02/2025 12:17:13:801,Moved,561.25,83.75,0.00,1.00,108.16
12/02/2025 12:17:13:835,Moved,561.25,76.24998,0.00,1.00,108.16
12/02/2025 12:17:13:835,Moved,561.25,76.25,0.00,1.00,108.29
12/02/2025 12:17:13:850,Moved,561.25,73.74998,0.00,1.00,108.29
12/02/2025 12:17:13:850,Moved,561.25,73.75,0.00,1.00,108.31
12/02/2025 12:17:13:862,Moved,561.25,71.24998,0.00,1.00,108.31
12/02/2025 12:17:13:862,Moved,561.25,71.25,0.00,1.00,108.33
12/02/2025 12:17:13:881,Moved,561.25,66.24998,0.00,1.00,108.33
12/02/2025 12:17:13:881,Moved,561.25,66.25,0.00,1.00,108.37
12/02/2025 12:17:13:899,Moved,561.25,62.49998,0.00,1.00,108.37
12/02/2025 12:17:13:899,Moved,561.25,62.50,0.00,1.00,108.41
12/02/2025 12:17:13:917,Moved,561.25,58.74998,0.00,1.00,108.41
12/02/2025 12:17:13:917,Moved,561.25,58.75,0.00,1.00,108.44
12/02/2025 12:17:13:930,Moved,561.25,57.49998,0.00,1.00,108.44
12/02/2025 12:17:13:930,Moved,561.25,57.50,0.00,1.00,108.45
12/02/2025 12:17:13:958,Moved,561.25,52.49998,0.00,1.00,108.45
12/02/2025 12:17:13:958,Moved,561.25,52.50,0.00,1.00,108.52
12/02/2025 12:17:13:996,Moved,562.5,46.24998,0.00,1.00,108.52
12/02/2025 12:17:13:996,Moved,562.50,46.25,0.00,1.00,108.64
12/02/2025 12:17:14:010,Moved,562.5,44.99998,0.00,1.00,108.64
12/02/2025 12:17:14:010,Moved,562.50,45.00,0.00,1.00,108.65
12/02/2025 12:17:14:028,Moved,562.5,41.24998,0.00,1.00,108.65
12/02/2025 12:17:14:028,Moved,562.50,41.25,0.00,1.00,108.68
12/02/2025 12:17:14:041,Moved,562.5,38.74998,0.00,1.00,108.68
12/02/2025 12:17:14:041,Moved,562.50,38.75,0.00,1.00,108.70
12/02/2025 12:17:14:058,Moved,562.5,36.24998,0.00,1.00,108.70
12/02/2025 12:17:14:058,Moved,562.50,36.25,0.00,1.00,108.72
12/02/2025 12:17:14:072,Moved,562.5,34.99998,0.00,1.00,108.72
12/02/2025 12:17:14:072,Moved,562.50,35.00,0.00,1.00,108.73
12/02/2025 12:17:14:086,Moved,562.5,31.24998,0.00,1.00,108.73
12/02/2025 12:17:14:086,Moved,562.50,31.25,0.00,1.00,108.75
12/02/2025 12:17:14:102,Stationary,562.5,31.24998,0.00,1.00,108.75
12/02/2025 12:17:14:128,Moved,562.5,27.49998,0.00,1.00,108.75
12/02/2025 12:17:14:128,Moved,562.50,27.50,0.00,1.00,108.80
12/02/2025 12:17:14:162,Moved,562.5,24.99998,0.00,1.00,108.80
12/02/2025 12:17:14:162,Moved,562.50,25.00,0.00,1.00,108.84
12/02/2025 12:17:14:185,Moved,562.5,22.49998,0.00,1.00,108.84
12/02/2025 12:17:14:185,Moved,562.50,22.50,0.00,1.00,108.87
12/02/2025 12:17:14:196,Ended,562.5,22.49998,0.00,1.00,108.87
12/02/2025 12:17:14:196,Ended,562.50,22.50,0.00,1.00,108.87
12/02/2025 12:17:14:581,Began,597.5,355,0.00,1.00,108.87
12/02/2025 12:17:14:581,Began,597.50,355.00,0.00,1.00,108.87
12/02/2025 12:17:14:597,Moved,596.25,356.25,0.00,1.00,108.87
12/02/2025 12:17:14:597,Moved,596.25,356.25,0.00,1.00,108.86
12/02/2025 12:17:14:614,Moved,595,356.25,0.00,1.00,108.86
12/02/2025 12:17:14:614,Moved,595.00,356.25,0.00,1.00,108.86
12/02/2025 12:17:14:624,Moved,593.75,356.25,0.00,1.00,108.86
12/02/2025 12:17:14:624,Moved,593.75,356.25,0.00,1.00,108.86
12/02/2025 12:17:14:646,Began,421.25,177.5,0.00,1.00,108.86
12/02/2025 12:17:14:646,Began,421.25,177.50,0.00,1.00,108.86
12/02/2025 12:17:15:277,Began,520,275,0.00,1.00,108.86
12/02/2025 12:17:15:277,Began,520.00,275.00,0.00,1.00,108.86
12/02/2025 12:17:15:296,Moved,520,263.75,0.00,1.00,108.86
12/02/2025 12:17:15:296,Moved,520.00,263.75,-0.03,1.00,108.96
12/02/2025 12:17:15:332,Moved,525,236.25,-0.03,1.00,108.96
12/02/2025 12:17:15:332,Moved,525.00,236.25,-0.20,1.00,109.43
12/02/2025 12:17:15:365,Moved,532.5,205,-0.20,1.00,109.43
12/02/2025 12:17:15:365,Moved,532.50,205.00,-0.38,1.00,109.93
12/02/2025 12:17:15:384,Moved,535,197.5,-0.38,1.00,109.93
12/02/2025 12:17:15:384,Moved,535.00,197.50,-0.40,1.00,110.00
12/02/2025 12:17:15:435,Moved,545,165,-0.40,1.00,110.00
12/02/2025 12:17:15:435,Moved,545.00,165.00,-0.67,1.00,110.76
12/02/2025 12:17:15:464,Moved,548.75,152.5,-0.67,1.00,110.76
12/02/2025 12:17:15:464,Moved,548.75,152.50,-0.73,1.00,110.94
12/02/2025 12:17:15:473,Stationary,548.75,152.5,-0.73,1.00,110.94
12/02/2025 12:17:15:500,Moved,552.5,141.25,-0.73,1.00,110.94
12/02/2025 12:17:15:500,Moved,552.50,141.25,-0.78,1.00,111.08
12/02/2025 12:17:15:530,Moved,557.5,131.25,-0.78,1.00,111.08
12/02/2025 12:17:15:530,Moved,557.50,131.25,-0.83,1.00,111.22
12/02/2025 12:17:15:543,Moved,560,127.5,-0.83,1.00,111.22
12/02/2025 12:17:15:543,Moved,560.00,127.50,-0.84,1.00,111.24
12/02/2025 12:17:15:594,Moved,572.5,105,-0.84,1.00,111.24
12/02/2025 12:17:15:594,Moved,572.50,105.00,-1.03,1.00,111.77
12/02/2025 12:17:15:607,Moved,573.75,101.25,-1.03,1.00,111.77
12/02/2025 12:17:15:607,Moved,573.75,101.25,-1.03,1.00,111.79
12/02/2025 12:17:15:630,Moved,577.5,93.74998,-1.03,1.00,111.79
12/02/2025 12:17:15:630,Moved,577.50,93.75,-1.06,1.00,111.87
12/02/2025 12:17:15:648,Moved,581.25,86.24998,-1.06,1.00,111.87
12/02/2025 12:17:15:648,Moved,581.25,86.25,-1.09,1.00,111.94
12/02/2025 12:17:15:678,Moved,585,76.24998,-1.09,1.00,111.94
12/02/2025 12:17:15:678,Moved,585.00,76.25,-1.13,1.00,112.08
12/02/2025 12:17:15:696,Moved,587.5,68.74998,-1.13,1.00,112.08
12/02/2025 12:17:15:696,Moved,587.50,68.75,-1.16,1.00,112.15
12/02/2025 12:17:15:743,Moved,592.5,53.74998,-1.16,1.00,112.15
12/02/2025 12:17:15:743,Moved,592.50,53.75,-1.27,1.00,112.47
12/02/2025 12:17:15:758,Moved,592.5,51.24998,-1.27,1.00,112.47
12/02/2025 12:17:15:758,Moved,592.50,51.25,-1.28,1.00,112.48
12/02/2025 12:17:15:778,Moved,595,46.24998,-1.28,1.00,112.48
12/02/2025 12:17:15:778,Moved,595.00,46.25,-1.29,1.00,112.53
12/02/2025 12:17:15:799,Moved,597.5,41.24998,-1.29,1.00,112.53
12/02/2025 12:17:15:799,Moved,597.50,41.25,-1.31,1.00,112.58
12/02/2025 12:17:15:816,Moved,598.75,36.24998,-1.31,1.00,112.58
12/02/2025 12:17:15:816,Moved,598.75,36.25,-1.33,1.00,112.62
12/02/2025 12:17:15:832,Moved,600,33.74998,-1.33,1.00,112.62
12/02/2025 12:17:15:832,Moved,600.00,33.75,-1.33,1.00,112.64
12/02/2025 12:17:15:852,Moved,602.5,28.74998,-1.33,1.00,112.64
12/02/2025 12:17:15:852,Moved,602.50,28.75,-1.35,1.00,112.68
12/02/2025 12:17:15:902,Moved,608.75,19.99998,-1.35,1.00,112.68
12/02/2025 12:17:15:902,Moved,608.75,20.00,-1.42,1.00,112.89
12/02/2025 12:17:15:917,Moved,611.25,17.49998,-1.42,1.00,112.89
12/02/2025 12:17:15:917,Moved,611.25,17.50,-1.43,1.00,112.91
12/02/2025 12:17:15:934,Moved,613.75,12.49999,-1.43,1.00,112.91
12/02/2025 12:17:15:934,Moved,613.75,12.50,-1.44,1.00,112.95
12/02/2025 12:17:15:953,Moved,617.5,7.499986,-1.44,1.00,112.95
12/02/2025 12:17:15:953,Moved,617.50,7.50,-1.46,1.00,113.00
12/02/2025 12:17:15:968,Moved,617.5,6.249986,-1.46,1.00,113.00
12/02/2025 12:17:15:968,Moved,617.50,6.25,-1.46,1.00,113.01
12/02/2025 12:17:15:984,Moved,621.25,1.249986,-1.46,1.00,113.01
12/02/2025 12:17:15:984,Moved,621.25,1.25,-1.48,1.00,113.04
12/02/2025 12:17:16:003,Moved,622.5,-2.500014,-1.48,1.00,113.04
12/02/2025 12:17:16:003,Moved,622.50,-2.50,-1.49,1.00,113.08
12/02/2025 12:17:16:043,Moved,627.5,-7.500014,-1.49,1.00,113.08
12/02/2025 12:17:16:043,Moved,627.50,-7.50,-1.52,1.00,113.17
12/02/2025 12:17:16:057,Moved,627.5,-8.750014,-1.52,1.00,113.17
12/02/2025 12:17:16:057,Moved,627.50,-8.75,-1.52,1.00,113.18
12/02/2025 12:17:16:083,Moved,630,-12.50001,-1.52,1.00,113.18
12/02/2025 12:17:16:083,Moved,630.00,-12.50,-1.54,1.00,113.23
12/02/2025 12:17:16:103,Moved,632.5,-15.00001,-1.54,1.00,113.23
12/02/2025 12:17:16:103,Moved,632.50,-15.00,-1.55,1.00,113.25
12/02/2025 12:17:16:120,Moved,633.75,-17.50002,-1.55,1.00,113.25
12/02/2025 12:17:16:120,Moved,633.75,-17.50,-1.56,1.00,113.27
12/02/2025 12:17:16:140,Moved,637.5,-23.75002,-1.56,1.00,113.27
12/02/2025 12:17:16:140,Moved,637.50,-23.75,-1.58,1.00,113.33
12/02/2025 12:17:16:155,Moved,638.75,-26.25002,-1.58,1.00,113.33
12/02/2025 12:17:16:155,Moved,638.75,-26.25,-1.58,1.00,113.35
12/02/2025 12:17:16:200,Moved,643.7501,-33.75002,-1.58,1.00,113.35
12/02/2025 12:17:16:200,Moved,643.75,-33.75,-1.64,1.00,113.51
12/02/2025 12:17:16:221,Ended,643.7501,-33.75002,-1.64,1.00,113.51
12/02/2025 12:17:16:221,Ended,643.75,-33.75,-1.64,1.00,113.51
12/02/2025 12:17:16:617,Began,442.5,426.25,-1.64,1.00,113.51
12/02/2025 12:17:16:617,Began,442.50,426.25,-1.64,1.00,113.51
12/02/2025 12:17:16:639,Moved,445,421.25,-1.64,1.00,113.51
12/02/2025 12:17:16:639,Moved,445.00,421.25,-1.66,1.00,113.57
12/02/2025 12:17:16:708,Moved,470,382.5,-1.66,1.00,113.57
12/02/2025 12:17:16:708,Moved,470.00,382.50,-2.11,1.00,114.86
12/02/2025 12:17:16:751,Moved,482.5,358.75,-2.11,1.00,114.86
12/02/2025 12:17:16:751,Moved,482.50,358.75,-2.29,1.00,115.34
12/02/2025 12:17:16:769,Moved,487.5,346.25,-2.29,1.00,115.34
12/02/2025 12:17:16:769,Moved,487.50,346.25,-2.32,1.00,115.45
12/02/2025 12:17:16:788,Moved,491.25,332.5,-2.32,1.00,115.45
12/02/2025 12:17:16:788,Moved,491.25,332.50,-2.37,1.00,115.57
12/02/2025 12:17:16:835,Moved,501.25,305,-2.37,1.00,115.57
12/02/2025 12:17:16:835,Moved,501.25,305.00,-2.58,1.00,116.17
12/02/2025 12:17:16:851,Moved,503.75,298.75,-2.58,1.00,116.17
12/02/2025 12:17:16:851,Moved,503.75,298.75,-2.60,1.00,116.22
12/02/2025 12:17:16:870,Moved,508.75,290,-2.60,1.00,116.22
12/02/2025 12:17:16:870,Moved,508.75,290.00,-2.62,1.00,116.30
12/02/2025 12:17:16:889,Moved,513.75,281.25,-2.62,1.00,116.30
12/02/2025 12:17:16:889,Moved,513.75,281.25,-2.65,1.00,116.38
12/02/2025 12:17:16:909,Moved,518.75,271.25,-2.65,1.00,116.38
12/02/2025 12:17:16:909,Moved,518.75,271.25,-2.69,1.00,116.47
12/02/2025 12:17:16:939,Moved,527.5,256.25,-2.69,1.00,116.47
12/02/2025 12:17:16:939,Moved,527.50,256.25,-2.76,1.00,116.69
12/02/2025 12:17:16:986,Moved,540,232.5,-2.76,1.00,116.69
12/02/2025 12:17:16:986,Moved,540.00,232.50,-2.95,1.00,117.21
12/02/2025 12:17:17:004,Moved,542.5,227.5,-2.95,1.00,117.21
12/02/2025 12:17:17:004,Moved,542.50,227.50,-2.96,1.00,117.25
12/02/2025 12:17:17:025,Moved,548.75,213.75,-2.96,1.00,117.25
12/02/2025 12:17:17:025,Moved,548.75,213.75,-3.01,1.00,117.39
12/02/2025 12:17:17:046,Moved,552.5,205,-3.01,1.00,117.39
12/02/2025 12:17:17:046,Moved,552.50,205.00,-3.04,1.00,117.48
12/02/2025 12:17:17:066,Moved,557.5,196.25,-3.04,1.00,117.48
12/02/2025 12:17:17:066,Moved,557.50,196.25,-3.07,1.00,117.56
12/02/2025 12:17:17:086,Moved,561.25,186.25,-3.07,1.00,117.56
12/02/2025 12:17:17:086,Moved,561.25,186.25,-3.10,1.00,117.66
12/02/2025 12:17:17:108,Moved,565,178.75,-3.10,1.00,117.66
12/02/2025 12:17:17:108,Moved,565.00,178.75,-3.13,1.00,117.74
12/02/2025 12:17:17:174,Moved,577.5,155,-3.13,1.00,117.74
12/02/2025 12:17:17:174,Moved,577.50,155.00,-3.38,1.00,118.45
12/02/2025 12:17:17:190,Moved,580,151.25,-3.38,1.00,118.45
12/02/2025 12:17:17:190,Moved,580.00,151.25,-3.40,1.00,118.48
12/02/2025 12:17:17:209,Moved,585,145,-3.40,1.00,118.48
12/02/2025 12:17:17:209,Moved,585.00,145.00,-3.41,1.00,118.53
12/02/2025 12:17:17:229,Moved,590,136.25,-3.41,1.00,118.53
12/02/2025 12:17:17:229,Moved,590.00,136.25,-3.44,1.00,118.62
12/02/2025 12:17:17:248,Moved,595,130,-3.44,1.00,118.62
12/02/2025 12:17:17:248,Moved,595.00,130.00,-3.46,1.00,118.68
12/02/2025 12:17:17:266,Moved,598.75,121.25,-3.46,1.00,118.68
12/02/2025 12:17:17:266,Moved,598.75,121.25,-3.49,1.00,118.75
12/02/2025 12:17:17:312,Moved,610,106.25,-3.49,1.00,118.75
12/02/2025 12:17:17:312,Moved,610.00,106.25,-3.61,1.00,119.08
12/02/2025 12:17:17:342,Moved,615,97.49998,-3.61,1.00,119.08
12/02/2025 12:17:17:342,Moved,615.00,97.50,-3.65,1.00,119.20
12/02/2025 12:17:17:359,Moved,617.5,94.99998,-3.65,1.00,119.20
12/02/2025 12:17:17:359,Moved,617.50,95.00,-3.66,1.00,119.22
12/02/2025 12:17:17:378,Moved,620,88.74998,-3.66,1.00,119.22
12/02/2025 12:17:17:378,Moved,620.00,88.75,-3.68,1.00,119.28
12/02/2025 12:17:17:398,Moved,622.5,82.49998,-3.68,1.00,119.28
12/02/2025 12:17:17:398,Moved,622.50,82.50,-3.69,1.00,119.33
12/02/2025 12:17:17:417,Moved,626.25,77.49998,-3.69,1.00,119.33
12/02/2025 12:17:17:417,Moved,626.25,77.50,-3.71,1.00,119.38
12/02/2025 12:17:17:465,Moved,635,64.99998,-3.71,1.00,119.38
12/02/2025 12:17:17:465,Moved,635.00,65.00,-3.81,1.00,119.67
12/02/2025 12:17:17:484,Moved,638.75,58.74998,-3.81,1.00,119.67
12/02/2025 12:17:17:484,Moved,638.75,58.75,-3.83,1.00,119.72
12/02/2025 12:17:17:506,Moved,642.5001,52.49998,-3.83,1.00,119.72
12/02/2025 12:17:17:506,Moved,642.50,52.50,-3.85,1.00,119.79
12/02/2025 12:17:17:527,Moved,647.5001,48.74998,-3.85,1.00,119.79
12/02/2025 12:17:17:527,Moved,647.50,48.75,-3.87,1.00,119.82
12/02/2025 12:17:17:556,Moved,652.5001,41.24998,-3.87,1.00,119.82
12/02/2025 12:17:17:556,Moved,652.50,41.25,-3.90,1.00,119.93
12/02/2025 12:17:17:574,Moved,653.7501,34.99998,-3.90,1.00,119.93
12/02/2025 12:17:17:574,Moved,653.75,35.00,-3.92,1.00,119.98
12/02/2025 12:17:17:620,Moved,661.2501,23.74998,-3.92,1.00,119.98
12/02/2025 12:17:17:620,Moved,661.25,23.75,-4.01,1.00,120.22
12/02/2025 12:17:17:634,Moved,662.5001,22.49998,-4.01,1.00,120.22
12/02/2025 12:17:17:634,Moved,662.50,22.50,-4.01,1.00,120.23
12/02/2025 12:17:17:652,Moved,662.5001,18.74998,-4.01,1.00,120.23
12/02/2025 12:17:17:652,Moved,662.50,18.75,-4.02,1.00,120.26
12/02/2025 12:17:17:670,Moved,665.0001,16.24998,-4.02,1.00,120.26
12/02/2025 12:17:17:670,Moved,665.00,16.25,-4.03,1.00,120.29
12/02/2025 12:17:17:685,Stationary,665.0001,16.24998,-4.03,1.00,120.29
12/02/2025 12:17:17:698,Stationary,665.0001,16.24998,-4.03,1.00,120.29
12/02/2025 12:17:17:717,Ended,665.0001,16.24998,-4.03,1.00,120.29
12/02/2025 12:17:17:717,Ended,665.00,16.25,-4.03,1.00,120.29
12/02/2025 12:17:18:071,Began,493.75,385,-4.03,1.00,120.29
12/02/2025 12:17:18:071,Began,493.75,385.00,-4.03,1.00,120.29
12/02/2025 12:17:18:092,Moved,493.75,385,-4.03,1.00,120.29
12/02/2025 12:17:18:092,Moved,493.75,385.00,-4.03,1.00,120.29
12/02/2025 12:17:18:118,Stationary,493.75,385,-4.03,1.00,120.29
12/02/2025 12:17:18:143,Moved,496.25,376.25,-4.03,1.00,120.29
12/02/2025 12:17:18:143,Moved,496.25,376.25,-4.07,1.00,120.39
12/02/2025 12:17:18:188,Moved,505,362.5,-4.07,1.00,120.39
12/02/2025 12:17:18:188,Moved,505.00,362.50,-4.17,1.00,120.68
12/02/2025 12:17:18:200,Moved,507.5,358.75,-4.17,1.00,120.68
12/02/2025 12:17:18:200,Moved,507.50,358.75,-4.18,1.00,120.70
12/02/2025 12:17:18:243,Moved,518.75,336.25,-4.18,1.00,120.70
12/02/2025 12:17:18:243,Moved,518.75,336.25,-4.34,1.00,121.17
12/02/2025 12:17:18:251,Stationary,518.75,336.25,-4.34,1.00,121.17
12/02/2025 12:17:18:276,Moved,527.5,321.25,-4.34,1.00,121.17
12/02/2025 12:17:18:276,Moved,527.50,321.25,-4.41,1.00,121.35
12/02/2025 12:17:18:288,Moved,530,316.25,-4.41,1.00,121.35
12/02/2025 12:17:18:288,Moved,530.00,316.25,-4.42,1.00,121.38
12/02/2025 12:17:18:308,Moved,536.25,306.25,-4.42,1.00,121.38
12/02/2025 12:17:18:308,Moved,536.25,306.25,-4.45,1.00,121.48
12/02/2025 12:17:18:321,Moved,538.75,301.25,-4.45,1.00,121.48
12/02/2025 12:17:18:321,Moved,538.75,301.25,-4.46,1.00,121.50
12/02/2025 12:17:18:336,Moved,545,292.5,-4.46,1.00,121.50
12/02/2025 12:17:18:336,Moved,545.00,292.50,-4.49,1.00,121.58
12/02/2025 12:17:18:359,Moved,550,285,-4.49,1.00,121.58
