Timestamp,EventType,Touch_X,Touch_Y,Pos_X,Pos_Y,Pos_Z
12/02/2025 12:20:16:222,Moved,632.5,233.75,3.38,1.00,164.83
12/02/2025 12:20:16:240,Moved,632.5,220,3.37,1.00,164.87
12/02/2025 12:20:16:253,Moved,632.5,212.5,3.35,1.00,164.99
12/02/2025 12:20:16:267,Moved,632.5,198.75,3.34,1.00,165.04
12/02/2025 12:20:16:283,Moved,632.5,192.5,3.32,1.00,165.14
12/02/2025 12:20:16:318,Moved,631.25,170,3.31,1.00,165.19
12/02/2025 12:20:16:331,Moved,631.25,163.75,3.23,1.00,165.58
12/02/2025 12:20:16:349,Moved,631.25,153.75,3.22,1.00,165.62
12/02/2025 12:20:16:361,Moved,630,147.5,3.20,1.00,165.70
12/02/2025 12:20:16:379,Moved,630,136.25,3.20,1.00,165.74
12/02/2025 12:20:16:405,Moved,628.75,121.25,3.18,1.00,165.84
12/02/2025 12:20:16:419,Moved,628.75,116.25,3.14,1.00,166.03
12/02/2025 12:20:16:436,Moved,627.5,106.25,3.13,1.00,166.06
12/02/2025 12:20:16:480,Moved,627.5,86.24998,3.11,1.00,166.15
12/02/2025 12:20:16:501,Moved,627.5,76.24998,3.03,1.00,166.59
12/02/2025 12:20:16:529,Moved,627.5,66.24998,3.01,1.00,166.69
12/02/2025 12:20:16:548,Moved,627.5,56.24998,2.98,1.00,166.82
12/02/2025 12:20:16:561,Moved,627.5,52.49998,2.96,1.00,166.92
12/02/2025 12:20:16:581,Ended,627.5,49.99998,2.96,1.00,166.94
12/02/2025 12:20:17:004,Began,577.5,580,2.96,1.00,166.94
12/02/2025 12:20:17:024,Moved,577.5,580,2.96,1.00,166.94
12/02/2025 12:20:17:050,Moved,578.75,567.5,2.96,1.00,166.94
12/02/2025 12:20:17:074,Moved,581.25,553.75,2.92,1.00,167.10
12/02/2025 12:20:17:110,Moved,583.75,521.25,2.89,1.00,167.26
12/02/2025 12:20:17:122,Moved,585,513.75,2.77,1.00,167.85
12/02/2025 12:20:17:137,Moved,586.25,506.25,2.77,1.00,167.90
12/02/2025 12:20:17:153,Moved,588.75,490,2.75,1.00,167.95
12/02/2025 12:20:17:170,Moved,591.25,482.5,2.73,1.00,168.08
12/02/2025 12:20:17:189,Moved,595,461.25,2.72,1.00,168.13
12/02/2025 12:20:17:220,Moved,600,442.5,2.67,1.00,168.35
12/02/2025 12:20:17:234,Moved,601.25,436.25,2.62,1.00,168.63
12/02/2025 12:20:17:273,Moved,605,413.75,2.61,1.00,168.67
12/02/2025 12:20:17:286,Moved,606.25,407.5,2.53,1.00,169.08
12/02/2025 12:20:17:303,Moved,607.5,396.25,2.52,1.00,169.12
12/02/2025 12:20:17:318,Moved,607.5,391.25,2.50,1.00,169.22
12/02/2025 12:20:17:338,Moved,610,372.5,2.49,1.00,169.25
12/02/2025 12:20:17:351,Moved,611.25,366.25,2.46,1.00,169.43
12/02/2025 12:20:17:367,Moved,612.5,360,2.45,1.00,169.48
12/02/2025 12:20:17:387,Moved,612.5,340,2.44,1.00,169.52
12/02/2025 12:20:17:425,Moved,613.75,321.25,2.40,1.00,169.72
12/02/2025 12:20:17:461,Moved,615,296.25,2.33,1.00,170.07
12/02/2025 12:20:17:475,Moved,613.75,290,2.24,1.00,170.50
12/02/2025 12:20:17:493,Moved,613.75,277.5,2.23,1.00,170.55
12/02/2025 12:20:17:510,Moved,612.5,265,2.21,1.00,170.66
12/02/2025 12:20:17:525,Moved,612.5,258.75,2.19,1.00,170.76
12/02/2025 12:20:17:541,Moved,610,245,2.18,1.00,170.81
12/02/2025 12:20:17:579,Moved,606.25,215,2.16,1.00,170.93
12/02/2025 12:20:17:594,Moved,605,207.5,2.05,1.00,171.47
12/02/2025 12:20:17:611,Moved,603.75,193.75,2.04,1.00,171.53
12/02/2025 12:20:17:625,Moved,602.5,186.25,2.01,1.00,171.64
12/02/2025 12:20:17:662,Moved,601.25,160,2.00,1.00,171.70
12/02/2025 12:20:17:681,Moved,601.25,147.5,1.91,1.00,172.17
12/02/2025 12:20:17:699,Moved,600,135,1.89,1.00,172.28
12/02/2025 12:20:17:739,Moved,600,111.25,1.86,1.00,172.40
12/02/2025 12:20:17:754,Moved,598.75,106.25,1.77,1.00,172.86
12/02/2025 12:20:17:772,Moved,598.75,96.24998,1.76,1.00,172.89
12/02/2025 12:20:17:789,Moved,597.5,84.99998,1.75,1.00,172.98
12/02/2025 12:20:17:802,Moved,597.5,79.99998,1.73,1.00,173.07
12/02/2025 12:20:17:822,Moved,597.5,69.99998,1.72,1.00,173.11
12/02/2025 12:20:17:840,Moved,596.25,62.49998,1.70,1.00,173.20
12/02/2025 12:20:17:875,Ended,593.75,58.74998,1.69,1.00,173.27
12/02/2025 12:20:18:321,Began,610,545,1.69,1.00,173.27
12/02/2025 12:20:18:336,Moved,611.25,543.75,1.69,1.00,173.27
12/02/2025 12:20:18:363,Moved,612.5,530,1.69,1.00,173.28
12/02/2025 12:20:18:391,Moved,617.5,505,1.65,1.00,173.46
12/02/2025 12:20:18:418,Moved,617.5,486.25,1.58,1.00,173.81
12/02/2025 12:20:18:435,Moved,618.75,468.75,1.53,1.00,174.06
12/02/2025 12:20:18:449,Moved,618.75,460,1.50,1.00,174.21
12/02/2025 12:20:18:467,Moved,620,441.25,1.49,1.00,174.27
12/02/2025 12:20:18:503,Moved,620,406.25,1.45,1.00,174.45
12/02/2025 12:20:18:541,Moved,621.25,371.25,1.33,1.00,175.04
12/02/2025 12:20:18:550,Moved,621.25,362.5,1.20,1.00,175.69
12/02/2025 12:20:18:564,Moved,622.5,353.75,1.19,1.00,175.73
12/02/2025 12:20:18:582,Moved,622.5,336.25,1.18,1.00,175.79
12/02/2025 12:20:18:594,Moved,623.75,326.25,1.15,1.00,175.94
12/02/2025 12:20:18:611,Moved,626.25,306.25,1.14,1.00,176.00
12/02/2025 12:20:18:624,Moved,627.5,295,1.11,1.00,176.17
12/02/2025 12:20:18:641,Moved,630,275,1.09,1.00,176.24
12/02/2025 12:20:18:660,Moved,631.25,263.75,1.06,1.00,176.41
12/02/2025 12:20:18:705,Moved,637.5,213.75,1.04,1.00,176.51
12/02/2025 12:20:18:739,Moved,641.2501,176.25,0.82,1.00,177.60
12/02/2025 12:20:18:753,Moved,642.5001,167.5,0.69,1.00,178.25
12/02/2025 12:20:18:771,Moved,642.5001,151.25,0.68,1.00,178.30
12/02/2025 12:20:18:788,Moved,643.7501,143.75,0.65,1.00,178.46
12/02/2025 12:20:18:804,Moved,645.0001,130,0.64,1.00,178.51
12/02/2025 12:20:18:823,Moved,646.2501,116.25,0.61,1.00,178.63
12/02/2025 12:20:18:868,Moved,646.2501,86.24998,0.59,1.00,178.76
12/02/2025 12:20:18:880,Moved,646.2501,81.24998,0.46,1.00,179.40
12/02/2025 12:20:18:900,Moved,647.5001,68.74998,0.45,1.00,179.44
12/02/2025 12:20:18:921,Moved,647.5001,56.24998,0.43,1.00,179.55
12/02/2025 12:20:18:953,Moved,647.5001,43.74998,0.40,1.00,179.68
12/02/2025 12:20:18:973,Moved,647.5001,37.49998,0.36,1.00,179.88
12/02/2025 12:20:18:990,Ended,647.5001,37.49998,0.35,1.00,179.93
12/02/2025 12:20:19:389,Began,607.5,570,0.35,1.00,179.93
12/02/2025 12:20:19:403,Moved,607.5,570,0.35,1.00,179.93
12/02/2025 12:20:19:428,Stationary,607.5,570,0.35,1.00,179.93
12/02/2025 12:20:19:453,Moved,610,556.25,0.35,1.00,179.93
12/02/2025 12:20:19:483,Moved,612.5,527.5,0.32,1.00,180.10
12/02/2025 12:20:19:534,Moved,617.5,466.25,0.23,1.00,180.54
12/02/2025 12:20:19:549,Moved,617.5,451.25,-0.08,1.00,182.06
12/02/2025 12:20:19:579,Moved,621.25,410,-0.10,1.00,182.18
12/02/2025 12:20:19:593,Moved,622.5,396.25,-0.22,1.00,182.78
12/02/2025 12:20:19:607,Moved,623.75,371.25,-0.24,1.00,182.87
12/02/2025 12:20:19:624,Moved,625,348.75,-0.28,1.00,183.08
12/02/2025 12:20:19:639,Moved,626.25,338.75,-0.32,1.00,183.26
12/02/2025 12:20:19:682,Moved,627.5,291.25,-0.33,1.00,183.33
12/02/2025 12:20:19:697,Moved,627.5,281.25,-0.53,1.00,184.32
12/02/2025 12:20:19:710,Moved,627.5,273.75,-0.54,1.00,184.39
12/02/2025 12:20:19:728,Moved,628.75,257.5,-0.55,1.00,184.44
12/02/2025 12:20:19:742,Moved,628.75,251.25,-0.58,1.00,184.58
12/02/2025 12:20:19:758,Moved,630,236.25,-0.59,1.00,184.62
12/02/2025 12:20:19:789,Moved,631.25,216.25,-0.61,1.00,184.74
12/02/2025 12:20:19:806,Moved,632.5,202.5,-0.67,1.00,185.03
12/02/2025 12:20:19:847,Moved,632.5,176.25,-0.70,1.00,185.16
12/02/2025 12:20:19:864,Moved,632.5,162.5,-0.80,1.00,185.68
12/02/2025 12:20:19:877,Moved,632.5,156.25,-0.82,1.00,185.79
12/02/2025 12:20:19:897,Moved,632.5,140,-0.83,1.00,185.83
12/02/2025 12:20:19:914,Moved,632.5,123.75,-0.86,1.00,185.98
12/02/2025 12:20:19:929,Moved,632.5,115,-0.89,1.00,186.14
12/02/2025 12:20:19:944,Moved,632.5,97.49998,-0.90,1.00,186.19
12/02/2025 12:20:19:960,Moved,632.5,89.99998,-0.93,1.00,186.33
12/02/2025 12:20:20:004,Moved,633.75,49.99998,-0.94,1.00,186.39
12/02/2025 12:20:20:034,Moved,633.75,28.74998,-1.12,1.00,187.27
12/02/2025 12:20:20:056,Ended,633.75,22.49998,-1.18,1.00,187.59
12/02/2025 12:27:11:331,Began,537.5,270,0.00,1.00,0.00
12/02/2025 12:27:11:331,Began,537.50,270.00,0.00,1.00,0.00
12/02/2025 12:27:11:425,Moved,537.5,145,0.00,1.00,0.00
12/02/2025 12:27:11:425,Moved,537.50,145.00,0.00,1.00,3.57
12/02/2025 12:27:11:458,Moved,537.5,121.25,0.00,1.00,3.57
12/02/2025 12:27:11:458,Moved,537.50,121.25,0.00,1.00,3.63
12/02/2025 12:27:11:482,Moved,537.5,101.25,0.00,1.00,3.63
12/02/2025 12:27:11:482,Moved,537.50,101.25,0.00,1.00,3.67
12/02/2025 12:27:11:525,Moved,537.5,76.24998,0.00,1.00,3.67
12/02/2025 12:27:11:525,Moved,537.50,76.25,0.00,1.00,3.77
12/02/2025 12:27:11:538,Moved,537.5,69.99998,0.00,1.00,3.77
12/02/2025 12:27:11:538,Moved,537.50,70.00,0.00,1.00,3.78
12/02/2025 12:27:11:554,Moved,536.25,56.24998,0.00,1.00,3.78
12/02/2025 12:27:11:554,Moved,536.25,56.25,0.00,1.00,3.78
12/02/2025 12:27:11:573,Moved,535,42.49998,0.00,1.00,3.78
12/02/2025 12:27:11:573,Moved,535.00,42.50,0.00,1.00,3.80
12/02/2025 12:27:11:590,Moved,535,37.49998,0.00,1.00,3.80
12/02/2025 12:27:11:590,Moved,535.00,37.50,0.00,1.00,3.80
12/02/2025 12:27:11:607,Moved,533.75,26.24998,0.00,1.00,3.80
12/02/2025 12:27:11:607,Moved,533.75,26.25,0.00,1.00,3.81
12/02/2025 12:27:11:625,Moved,533.75,16.24998,0.00,1.00,3.81
12/02/2025 12:27:11:625,Moved,533.75,16.25,0.00,1.00,3.82
12/02/2025 12:27:11:645,Moved,532.5,6.249986,0.00,1.00,3.82
12/02/2025 12:27:11:645,Moved,532.50,6.25,0.00,1.00,3.83
12/02/2025 12:27:11:714,Ended,532.5,6.249986,0.00,1.00,3.83
12/02/2025 12:27:11:714,Ended,532.50,6.25,0.00,1.00,3.83
12/02/2025 12:27:12:465,Began,582.5,521.25,0.00,1.00,3.83
12/02/2025 12:27:12:465,Began,582.50,521.25,0.00,1.00,3.83
12/02/2025 12:27:12:491,Moved,582.5,526.25,0.00,1.00,3.83
12/02/2025 12:27:12:491,Moved,582.50,526.25,0.00,1.00,3.82
12/02/2025 12:27:12:505,Moved,582.5,527.5,0.00,1.00,3.82
12/02/2025 12:27:12:505,Moved,582.50,527.50,0.00,1.00,3.82
12/02/2025 12:27:12:533,Moved,582.5,528.75,0.00,1.00,3.82
12/02/2025 12:27:12:533,Moved,582.50,528.75,0.00,1.00,3.82
12/02/2025 12:27:12:550,Stationary,582.5,528.75,0.00,1.00,3.82
12/02/2025 12:27:12:572,Moved,580,515,0.00,1.00,3.82
12/02/2025 12:27:12:572,Moved,580.00,515.00,0.00,1.00,3.84
12/02/2025 12:27:12:605,Moved,577.5,488.75,0.00,1.00,3.84
12/02/2025 12:27:12:605,Moved,577.50,488.75,0.00,1.00,3.91
12/02/2025 12:27:12:655,Moved,575,441.25,0.00,1.00,3.91
12/02/2025 12:27:12:655,Moved,575.00,441.25,0.00,1.00,4.20
12/02/2025 12:27:12:680,Moved,573.75,421.25,0.00,1.00,4.20
12/02/2025 12:27:12:680,Moved,573.75,421.25,0.00,1.00,4.23
12/02/2025 12:27:12:712,Moved,573.75,381.25,0.00,1.00,4.23
12/02/2025 12:27:12:712,Moved,573.75,381.25,0.00,1.00,4.34
12/02/2025 12:27:12:726,Moved,573.75,370,0.00,1.00,4.34
12/02/2025 12:27:12:726,Moved,573.75,370.00,0.00,1.00,4.34
12/02/2025 12:27:12:745,Moved,575,348.75,0.00,1.00,4.34
12/02/2025 12:27:12:745,Moved,575.00,348.75,0.00,1.00,4.37
12/02/2025 12:27:12:761,Moved,576.25,338.75,0.00,1.00,4.37
12/02/2025 12:27:12:761,Moved,576.25,338.75,0.00,1.00,4.37
12/02/2025 12:27:12:814,Moved,572.5,276.25,0.00,1.00,4.37
12/02/2025 12:27:12:814,Moved,572.50,276.25,0.00,1.00,4.80
12/02/2025 12:27:12:829,Moved,572.5,267.5,0.00,1.00,4.80
12/02/2025 12:27:12:829,Moved,572.50,267.50,0.00,1.00,4.81
12/02/2025 12:27:12:850,Moved,571.25,251.25,0.00,1.00,4.81
12/02/2025 12:27:12:850,Moved,571.25,251.25,0.00,1.00,4.82
12/02/2025 12:27:12:864,Moved,570,237.5,0.00,1.00,4.82
12/02/2025 12:27:12:864,Moved,570.00,237.50,0.00,1.00,4.83
12/02/2025 12:27:12:885,Moved,568.75,223.75,0.00,1.00,4.83
12/02/2025 12:27:12:885,Moved,568.75,223.75,0.00,1.00,4.84
12/02/2025 12:27:12:908,Moved,567.5,211.25,0.00,1.00,4.84
12/02/2025 12:27:12:908,Moved,567.50,211.25,0.00,1.00,4.86
12/02/2025 12:27:12:927,Moved,567.5,200,0.00,1.00,4.86
12/02/2025 12:27:12:927,Moved,567.50,200.00,0.00,1.00,4.87
12/02/2025 12:27:12:972,Moved,565,171.25,0.00,1.00,4.87
12/02/2025 12:27:12:972,Moved,565.00,171.25,0.00,1.00,5.01
12/02/2025 12:27:12:985,Moved,565,166.25,0.00,1.00,5.01
12/02/2025 12:27:12:985,Moved,565.00,166.25,0.00,1.00,5.01
12/02/2025 12:27:13:004,Moved,565,155,0.00,1.00,5.01
12/02/2025 12:27:13:004,Moved,565.00,155.00,0.00,1.00,5.02
12/02/2025 12:27:13:033,Moved,563.75,137.5,0.00,1.00,5.02
12/02/2025 12:27:13:033,Moved,563.75,137.50,0.00,1.00,5.06
12/02/2025 12:27:13:055,Moved,563.75,127.5,0.00,1.00,5.06
12/02/2025 12:27:13:055,Moved,563.75,127.50,0.00,1.00,5.07
12/02/2025 12:27:13:072,Moved,562.5,117.5,0.00,1.00,5.07
12/02/2025 12:27:13:072,Moved,562.50,117.50,0.00,1.00,5.08
12/02/2025 12:27:13:089,Moved,562.5,112.5,0.00,1.00,5.08
12/02/2025 12:27:13:089,Moved,562.50,112.50,0.00,1.00,5.08
12/02/2025 12:27:13:147,Moved,562.5,83.74998,0.00,1.00,5.08
12/02/2025 12:27:13:147,Moved,562.50,83.75,0.00,1.00,5.34
12/02/2025 12:27:13:173,Moved,562.5,74.99998,0.00,1.00,5.34
12/02/2025 12:27:13:173,Moved,562.50,75.00,0.00,1.00,5.36
12/02/2025 12:27:13:187,Moved,562.5,71.24998,0.00,1.00,5.36
12/02/2025 12:27:13:187,Moved,562.50,71.25,0.00,1.00,5.36
12/02/2025 12:27:13:213,Moved,563.75,56.24998,0.00,1.00,5.36
12/02/2025 12:27:13:213,Moved,563.75,56.25,0.00,1.00,5.38
12/02/2025 12:27:13:230,Moved,565,47.49998,0.00,1.00,5.38
12/02/2025 12:27:13:230,Moved,565.00,47.50,0.00,1.00,5.39
12/02/2025 12:27:13:251,Moved,565,38.74998,0.00,1.00,5.39
12/02/2025 12:27:13:251,Moved,565.00,38.75,0.00,1.00,5.40
12/02/2025 12:27:13:296,Ended,563.75,26.24998,0.00,1.00,5.40
12/02/2025 12:27:13:296,Ended,563.75,26.25,0.00,1.00,5.40
12/02/2025 12:27:13:790,Began,535,477.5,0.00,1.00,5.40
12/02/2025 12:27:13:790,Began,535.00,477.50,0.00,1.00,5.40
12/02/2025 12:27:13:811,Moved,533.75,470,0.00,1.00,5.40
12/02/2025 12:27:13:811,Moved,533.75,470.00,0.00,1.00,5.41
12/02/2025 12:27:13:842,Moved,531.25,426.25,0.00,1.00,5.41
12/02/2025 12:27:13:842,Moved,531.25,426.25,0.00,1.00,5.51
12/02/2025 12:27:13:876,Moved,531.25,390,0.00,1.00,5.51
12/02/2025 12:27:13:876,Moved,531.25,390.00,0.00,1.00,5.61
12/02/2025 12:27:13:926,Moved,533.75,328.75,0.00,1.00,5.61
12/02/2025 12:27:13:926,Moved,533.75,328.75,0.00,1.00,5.99
12/02/2025 12:27:13:954,Moved,536.25,297.5,0.00,1.00,5.99
12/02/2025 12:27:13:954,Moved,536.25,297.50,0.00,1.00,6.05
12/02/2025 12:27:13:977,Moved,537.5,278.75,0.00,1.00,6.05
12/02/2025 12:27:13:977,Moved,537.50,278.75,0.00,1.00,6.08
12/02/2025 12:27:13:995,Moved,538.75,260,0.00,1.00,6.08
12/02/2025 12:27:13:995,Moved,538.75,260.00,0.00,1.00,6.09
12/02/2025 12:27:14:027,Moved,540,231.25,0.00,1.00,6.09
12/02/2025 12:27:14:027,Moved,540.00,231.25,0.00,1.00,6.16
12/02/2025 12:27:14:047,Moved,540,212.5,0.00,1.00,6.16
12/02/2025 12:27:14:047,Moved,540.00,212.50,0.00,1.00,6.18
12/02/2025 12:27:14:086,Moved,540,173.75,0.00,1.00,6.18
12/02/2025 12:27:14:086,Moved,540.00,173.75,0.00,1.00,6.33
12/02/2025 12:27:14:105,Moved,538.75,155,0.00,1.00,6.33
12/02/2025 12:27:14:105,Moved,538.75,155.00,0.00,1.00,6.35
12/02/2025 12:27:14:118,Moved,538.75,146.25,0.00,1.00,6.35
12/02/2025 12:27:14:118,Moved,538.75,146.25,0.00,1.00,6.35
12/02/2025 12:27:14:138,Moved,540,127.5,0.00,1.00,6.35
12/02/2025 12:27:14:138,Moved,540.00,127.50,0.00,1.00,6.37
12/02/2025 12:27:14:163,Moved,540,102.5,0.00,1.00,6.37
12/02/2025 12:27:14:163,Moved,540.00,102.50,0.00,1.00,6.41
12/02/2025 12:27:14:180,Moved,541.25,96.24998,0.00,1.00,6.41
12/02/2025 12:27:14:180,Moved,541.25,96.25,0.00,1.00,6.42
12/02/2025 12:27:14:209,Moved,541.25,73.74998,0.00,1.00,6.42
12/02/2025 12:27:14:209,Moved,541.25,73.75,0.00,1.00,6.46
12/02/2025 12:27:14:254,Moved,541.25,41.24998,0.00,1.00,6.46
12/02/2025 12:27:14:254,Moved,541.25,41.25,0.00,1.00,6.63
12/02/2025 12:27:14:274,Moved,541.25,31.24998,0.00,1.00,6.63
12/02/2025 12:27:14:274,Moved,541.25,31.25,0.00,1.00,6.64
12/02/2025 12:27:14:289,Moved,541.25,26.24998,0.00,1.00,6.64
12/02/2025 12:27:14:289,Moved,541.25,26.25,0.00,1.00,6.64
12/02/2025 12:27:14:303,Moved,541.25,17.49998,0.00,1.00,6.64
12/02/2025 12:27:14:303,Moved,541.25,17.50,0.00,1.00,6.65
12/02/2025 12:27:14:325,Ended,541.25,13.74999,0.00,1.00,6.65
12/02/2025 12:27:14:325,Ended,541.25,13.75,0.00,1.00,6.65
12/02/2025 12:27:14:853,Began,541.25,520,0.00,1.00,6.65
12/02/2025 12:27:14:853,Began,541.25,520.00,0.00,1.00,6.65
12/02/2025 12:27:14:878,Moved,542.5,508.75,0.00,1.00,6.65
12/02/2025 12:27:14:878,Moved,542.50,508.75,0.00,1.00,6.67
12/02/2025 12:27:14:919,Moved,545,468.75,0.00,1.00,6.67
12/02/2025 12:27:14:919,Moved,545.00,468.75,0.00,1.00,6.82
12/02/2025 12:27:14:950,Moved,545,432.5,0.00,1.00,6.82
12/02/2025 12:27:14:950,Moved,545.00,432.50,0.00,1.00,6.92
12/02/2025 12:27:14:970,Moved,545,408.75,0.00,1.00,6.92
12/02/2025 12:27:14:970,Moved,545.00,408.75,0.00,1.00,6.94
12/02/2025 12:27:14:990,Moved,545,385,0.00,1.00,6.94
12/02/2025 12:27:14:990,Moved,545.00,385.00,0.00,1.00,6.96
12/02/2025 12:27:15:027,Moved,546.25,341.25,0.00,1.00,6.96
12/02/2025 12:27:15:027,Moved,546.25,341.25,0.00,1.00,7.12
12/02/2025 12:27:15:087,Moved,547.5,280,0.00,1.00,7.12
12/02/2025 12:27:15:087,Moved,547.50,280.00,0.00,1.00,7.66
12/02/2025 12:27:15:105,Moved,547.5,268.75,0.00,1.00,7.66
12/02/2025 12:27:15:105,Moved,547.50,268.75,0.00,1.00,7.67
12/02/2025 12:27:15:129,Moved,547.5,236.25,0.00,1.00,7.67
12/02/2025 12:27:15:129,Moved,547.50,236.25,0.00,1.00,7.72
12/02/2025 12:27:15:148,Moved,547.5,215,0.00,1.00,7.72
12/02/2025 12:27:15:148,Moved,547.50,215.00,0.00,1.00,7.74
12/02/2025 12:27:15:167,Moved,548.75,192.5,0.00,1.00,7.74
12/02/2025 12:27:15:167,Moved,548.75,192.50,0.00,1.00,7.76
12/02/2025 12:27:15:187,Moved,548.75,172.5,0.00,1.00,7.76
12/02/2025 12:27:15:187,Moved,548.75,172.50,0.00,1.00,7.78
12/02/2025 12:27:15:235,Moved,547.5,123.75,0.00,1.00,7.78
12/02/2025 12:27:15:235,Moved,547.50,123.75,0.00,1.00,8.06
12/02/2025 12:27:15:265,Moved,546.25,96.24998,0.00,1.00,8.06
12/02/2025 12:27:15:265,Moved,546.25,96.25,0.00,1.00,8.12
12/02/2025 12:27:15:283,Moved,545,89.99998,0.00,1.00,8.12
12/02/2025 12:27:15:283,Moved,545.00,90.00,0.00,1.00,8.13
12/02/2025 12:27:15:306,Moved,543.75,64.99998,0.00,1.00,8.13
12/02/2025 12:27:15:306,Moved,543.75,65.00,0.00,1.00,8.15
12/02/2025 12:27:15:322,Moved,543.75,57.49998,0.00,1.00,8.15
12/02/2025 12:27:15:322,Moved,543.75,57.50,0.00,1.00,8.16
12/02/2025 12:27:15:345,Moved,542.5,34.99998,0.00,1.00,8.16
12/02/2025 12:27:15:345,Moved,542.50,35.00,0.00,1.00,8.19
12/02/2025 12:27:15:394,Ended,541.25,21.24998,0.00,1.00,8.19
12/02/2025 12:27:15:394,Ended,541.25,21.25,0.00,1.00,8.19
12/02/2025 12:27:20:878,Began,532.5,277.5,0.00,1.00,8.19
12/02/2025 12:27:20:878,Began,532.50,277.50,0.00,1.00,8.19
12/02/2025 12:27:20:895,Moved,532.5,276.25,0.00,1.00,8.19
12/02/2025 12:27:20:895,Moved,532.50,276.25,0.00,1.00,8.19
12/02/2025 12:27:20:918,Moved,533.75,268.75,0.00,1.00,8.19
12/02/2025 12:27:20:918,Moved,533.75,268.75,0.00,1.00,8.23
12/02/2025 12:27:20:941,Moved,533.75,251.25,0.00,1.00,8.23
12/02/2025 12:27:20:941,Moved,533.75,251.25,0.00,1.00,8.33
12/02/2025 12:27:20:957,Moved,533.75,231.25,0.00,1.00,8.33
12/02/2025 12:27:20:957,Moved,533.75,231.25,0.00,1.00,8.38
12/02/2025 12:27:20:970,Moved,533.75,220,0.00,1.00,8.38
12/02/2025 12:27:20:970,Moved,533.75,220.00,0.00,1.00,8.40
12/02/2025 12:27:20:992,Moved,536.25,187.5,0.00,1.00,8.40
12/02/2025 12:27:20:992,Moved,536.25,187.50,0.00,1.00,8.56
12/02/2025 12:27:21:025,Moved,538.75,161.25,0.00,1.00,8.56
12/02/2025 12:27:21:025,Moved,538.75,161.25,0.00,1.00,8.84
12/02/2025 12:27:21:038,Moved,540,152.5,0.00,1.00,8.84
12/02/2025 12:27:21:038,Moved,540.00,152.50,0.00,1.00,8.85
12/02/2025 12:27:21:055,Moved,542.5,138.75,0.00,1.00,8.85
12/02/2025 12:27:21:055,Moved,542.50,138.75,0.00,1.00,8.90
12/02/2025 12:27:21:077,Moved,542.5,126.25,0.00,1.00,8.90
12/02/2025 12:27:21:077,Moved,542.50,126.25,0.00,1.00,8.96
12/02/2025 12:27:21:088,Moved,542.5,120,0.00,1.00,8.96
12/02/2025 12:27:21:088,Moved,542.50,120.00,0.00,1.00,8.96
12/02/2025 12:27:21:105,Moved,543.75,113.75,0.00,1.00,8.96
12/02/2025 12:27:21:105,Moved,543.75,113.75,0.00,1.00,8.98
12/02/2025 12:27:21:125,Moved,545,97.49998,0.00,1.00,8.98
12/02/2025 12:27:21:125,Moved,545.00,97.50,0.00,1.00,9.05
12/02/2025 12:27:21:137,Moved,546.25,92.49998,0.00,1.00,9.05
12/02/2025 12:27:21:137,Moved,546.25,92.50,0.00,1.00,9.06
12/02/2025 12:27:21:150,Moved,547.5,88.74998,0.00,1.00,9.06
12/02/2025 12:27:21:150,Moved,547.50,88.75,0.00,1.00,9.06
12/02/2025 12:27:21:185,Moved,547.5,69.99998,0.00,1.00,9.06
12/02/2025 12:27:21:185,Moved,547.50,70.00,0.00,1.00,9.27
12/02/2025 12:27:21:195,Moved,547.5,64.99998,0.00,1.00,9.27
12/02/2025 12:27:21:195,Moved,547.50,65.00,0.00,1.00,9.28
12/02/2025 12:27:21:210,Moved,547.5,59.99998,0.00,1.00,9.28
12/02/2025 12:27:21:210,Moved,547.50,60.00,0.00,1.00,9.29
12/02/2025 12:27:21:227,Moved,546.25,49.99998,0.00,1.00,9.29
12/02/2025 12:27:21:227,Moved,546.25,50.00,0.00,1.00,9.32
12/02/2025 12:27:21:238,Moved,546.25,43.74998,0.00,1.00,9.32
12/02/2025 12:27:21:238,Moved,546.25,43.75,0.00,1.00,9.32
12/02/2025 12:27:21:256,Moved,545,32.49998,0.00,1.00,9.32
12/02/2025 12:27:21:256,Moved,545.00,32.50,0.00,1.00,9.36
12/02/2025 12:27:21:266,Moved,543.75,26.24998,0.00,1.00,9.36
12/02/2025 12:27:21:266,Moved,543.75,26.25,0.00,1.00,9.37
12/02/2025 12:27:21:291,Ended,542.5,13.74999,0.00,1.00,9.37
12/02/2025 12:27:21:291,Ended,542.50,13.75,0.00,1.00,9.37
12/02/2025 12:27:21:710,Began,507.5,451.25,0.00,1.00,9.37
12/02/2025 12:27:21:710,Began,507.50,451.25,0.00,1.00,9.37
12/02/2025 12:27:21:729,Moved,507.5,448.75,0.00,1.00,9.37
12/02/2025 12:27:21:729,Moved,507.50,448.75,0.00,1.00,9.37
12/02/2025 12:27:21:753,Moved,508.75,441.25,0.00,1.00,9.37
12/02/2025 12:27:21:753,Moved,508.75,441.25,0.00,1.00,9.42
12/02/2025 12:27:21:780,Moved,515,421.25,0.00,1.00,9.42
12/02/2025 12:27:21:780,Moved,515.00,421.25,0.00,1.00,9.58
12/02/2025 12:27:21:822,Moved,523.75,386.25,0.00,1.00,9.58
12/02/2025 12:27:21:822,Moved,523.75,386.25,0.00,1.00,10.18
12/02/2025 12:27:21:835,Moved,526.25,376.25,0.00,1.00,10.18
