07/02/2025 10:02:58:478,Moved,553.75,96.75002,0.00,1.00,21.42
07/02/2025 10:02:58:490,Moved,552.5,73.00002,0.00,1.00,21.42
07/02/2025 10:02:58:508,Moved,553.75,29.25002,0.00,1.00,21.42
07/02/2025 10:02:58:527,Moved,555,-14.49998,0.00,1.00,21.42
07/02/2025 10:02:58:547,Ended,557.5,-35.74998,0.00,1.00,21.42
07/02/2025 10:02:58:547,Ended,557.50,-35.75,0.00,1.00,21.42
07/02/2025 10:02:59:050,Moved,557.50,-35.75,0.00,1.00,26.82
07/02/2025 10:02:59:601,Began,578.75,699.25,0.00,1.00,26.82
07/02/2025 10:02:59:601,Began,578.75,699.25,0.00,1.00,26.82
07/02/2025 10:02:59:618,Moved,578.75,696.75,0.00,1.00,26.82
07/02/2025 10:02:59:630,Moved,578.75,693,0.00,1.00,26.82
07/02/2025 10:02:59:654,Moved,577.5,674.25,0.00,1.00,26.82
07/02/2025 10:02:59:672,Moved,575,654.25,0.00,1.00,26.82
07/02/2025 10:02:59:681,Stationary,575,654.25,0.00,1.00,26.82
07/02/2025 10:02:59:698,Moved,571.25,631.75,0.00,1.00,26.82
07/02/2025 10:02:59:711,Moved,570,616.75,0.00,1.00,26.82
07/02/2025 10:02:59:726,Moved,565,583,0.00,1.00,26.82
07/02/2025 10:02:59:737,Moved,562.5,564.25,0.00,1.00,26.82
07/02/2025 10:02:59:748,Moved,561.25,545.5,0.00,1.00,26.82
07/02/2025 10:02:59:764,Moved,558.75,528,0.00,1.00,26.82
07/02/2025 10:02:59:778,Moved,553.75,491.75,0.00,1.00,26.82
07/02/2025 10:02:59:796,Moved,547.5,454.25,0.00,1.00,26.82
07/02/2025 10:02:59:804,Moved,545,434.25,0.00,1.00,26.82
07/02/2025 10:02:59:822,Moved,542.5,414.25,0.00,1.00,26.82
07/02/2025 10:02:59:838,Moved,537.5,374.25,0.00,1.00,26.82
07/02/2025 10:02:59:847,Moved,536.25,354.25,0.00,1.00,26.82
07/02/2025 10:02:59:864,Moved,533.75,333,0.00,1.00,26.82
07/02/2025 10:02:59:878,Moved,531.25,293,0.00,1.00,26.82
07/02/2025 10:02:59:888,Moved,528.75,274.25,0.00,1.00,26.82
07/02/2025 10:02:59:903,Moved,527.5,238,0.00,1.00,26.82
07/02/2025 10:02:59:915,Moved,525,219.25,0.00,1.00,26.82
07/02/2025 10:02:59:932,Moved,523.75,200.5,0.00,1.00,26.82
07/02/2025 10:02:59:950,Moved,520,164.25,0.00,1.00,26.82
07/02/2025 10:02:59:965,Moved,517.5,128,0.00,1.00,26.82
07/02/2025 10:02:59:977,Moved,516.25,110.5,0.00,1.00,26.82
07/02/2025 10:02:59:989,Moved,516.25,94.25002,0.00,1.00,26.82
07/02/2025 10:03:00:014,Moved,513.75,45.50002,0.00,1.00,26.82
07/02/2025 10:03:00:030,Moved,513.75,29.25002,0.00,1.00,26.82
07/02/2025 10:03:00:044,Moved,513.75,-0.7499838,0.00,1.00,26.82
07/02/2025 10:03:00:061,Moved,513.75,-15.74998,0.00,1.00,26.82
07/02/2025 10:03:00:074,Moved,516.25,-46.99998,0.00,1.00,26.82
07/02/2025 10:03:00:090,Moved,517.5,-61.99998,0.00,1.00,26.82
07/02/2025 10:03:00:107,Ended,518.75,-76.99998,0.00,1.00,26.82
07/02/2025 10:03:00:107,Ended,518.75,-77.00,0.00,1.00,26.82
07/02/2025 10:03:00:610,Moved,518.75,-77.00,0.00,1.00,32.89
07/02/2025 10:03:01:404,Began,592.5,668,0.00,1.00,32.89
07/02/2025 10:03:01:404,Began,592.50,668.00,0.00,1.00,32.89
07/02/2025 10:03:01:418,Moved,592.5,668,0.00,1.00,32.89
07/02/2025 10:03:01:431,Stationary,592.5,668,0.00,1.00,32.89
07/02/2025 10:03:01:451,Moved,593.75,659.25,0.00,1.00,32.89
07/02/2025 10:03:01:458,Stationary,593.75,659.25,0.00,1.00,32.89
07/02/2025 10:03:01:482,Moved,593.75,635.5,0.00,1.00,32.89
07/02/2025 10:03:01:502,Moved,593.75,611.75,0.00,1.00,32.89
07/02/2025 10:03:01:509,Stationary,593.75,611.75,0.00,1.00,32.89
07/02/2025 10:03:01:528,Moved,593.75,579.25,0.00,1.00,32.89
07/02/2025 10:03:01:548,Moved,595,539.25,0.00,1.00,32.89
07/02/2025 10:03:01:565,Moved,595,499.25,0.00,1.00,32.89
07/02/2025 10:03:01:580,Moved,595,479.25,0.00,1.00,32.89
07/02/2025 10:03:01:600,Moved,593.75,418,0.00,1.00,32.89
07/02/2025 10:03:01:612,Moved,592.5,395.5,0.00,1.00,32.89
07/02/2025 10:03:01:629,Moved,591.25,374.25,0.00,1.00,32.89
07/02/2025 10:03:01:647,Moved,587.5,329.25,0.00,1.00,32.89
07/02/2025 10:03:01:669,Moved,585,263,0.00,1.00,32.89
07/02/2025 10:03:01:675,Stationary,585,263,0.00,1.00,32.89
07/02/2025 10:03:01:695,Moved,582.5,223,0.00,1.00,32.89
07/02/2025 10:03:01:710,Moved,582.5,203,0.00,1.00,32.89
07/02/2025 10:03:01:724,Moved,577.5,164.25,0.00,1.00,32.89
07/02/2025 10:03:01:748,Moved,573.75,125.5,0.00,1.00,32.89
07/02/2025 10:03:01:762,Moved,570,86.75002,0.00,1.00,32.89
07/02/2025 10:03:01:772,Moved,567.5,68.00002,0.00,1.00,32.89
07/02/2025 10:03:01:785,Moved,565,49.25002,0.00,1.00,32.89
07/02/2025 10:03:01:799,Moved,561.25,13.00002,0.00,1.00,32.89
07/02/2025 10:03:01:812,Moved,560,-4.499984,0.00,1.00,32.89
07/02/2025 10:03:01:826,Moved,557.5,-20.74998,0.00,1.00,32.89
07/02/2025 10:03:01:843,Moved,555,-51.99998,0.00,1.00,32.89
07/02/2025 10:03:01:856,Ended,555,-51.99998,0.00,1.00,32.89
07/02/2025 10:03:01:856,Ended,555.00,-52.00,0.00,1.00,32.89
07/02/2025 10:03:02:360,Moved,555.00,-52.00,0.00,1.00,38.52
